,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_Ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_Ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_Ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_Ownership_HS_grade,Overall_HS_grade
0,Total Geo,-0.29221315440378837,-0.16055702559609333,-0.1706245808985942,-1.1313790340157572,0.032879058020444996,-0.09327908577129682,-0.3334180540578787,-0.3069416966747091,-1.3651543894361071,-0.1596063881901071,0.06871419644289206,-0.6990109011385673,0.0073656750975089405,-0.3529113162133525,-0.3822491372007381,-0.4118360372340673,C-,C,C,D,C,C,C-,C-,D-,C,C,C-,C-,C,C-,C-
1,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,0.6943081735432043,#DIV/0!,#DIV/0!,0.38984752719163956,#DIV/0!,#DIV/0!,#DIV/0!,3.74663682375731,0.4384805366478573,#DIV/0!,0.21752030812225767,4.482330429913831,1.93795713858036,#DIV/0!,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,A,B-,#DIV!0,A,C,A,#DIV!0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,#DIV/0!,0.03250729753102609,#DIV/0!,#DIV/0!,#DIV/0!,2.3605041777453546,-0.5122915732821294,#DIV/0!,#DIV/0!,-0.1040619843705569,0.3227059059675494,0.31976041606242966,#DIV/0!,0.7315721108446998,-0.4605468529642586,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,A,C-,#DIV!0,#DIV!0,C,B-,B-,C-,#DIV!0,B-,#DIV!0
3,NYC-Manhattan Community District 10--Central Harlem PUMA,#DIV/0!,0.19372699298621385,0.1003234508020973,0.2180450106936009,#DIV/0!,-0.3044057634584954,-0.049111446501739375,#DIV/0!,#DIV/0!,-0.5527787218658375,0.2214675468757856,#DIV/0!,#DIV/0!,-1.3900984324704393,-1.2392871406689687,#DIV/0!,#DIV!0,C,C,C,#DIV!0,C-,C,#DIV!0,#DIV!0,C-,C,#DIV!0,D,#DIV!0,D-,#DIV!0
4,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.3248159241225061,#DIV/0!,#DIV/0!,#DIV/0!,0.2001461148928994,-0.34655392929995954,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,D-,#DIV!0,#DIV!0,C-,#DIV!0,C,#DIV!0
5,Albany County (Outside Albany City) PUMA,#DIV/0!,-0.3168007353945559,#DIV/0!,#DIV/0!,#DIV/0!,-1.0449658688437025,-0.13665277274818793,#DIV/0!,-2.1727413489469454,-0.32394155732416785,#DIV/0!,#DIV/0!,#DIV/0!,0.013403685591315736,0.40289721929744843,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,D,C,#DIV!0,E,C-,#DIV!0,#DIV!0,B-,#DIV!0,C,#DIV!0
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,-0.6050000716337622,#DIV/0!,#DIV/0!,#DIV/0!,-0.06513317267961781,0.25771518941447424,#DIV/0!,#DIV/0!,-0.4586109313742698,-0.00528107290040059,0.982840987234041,#DIV/0!,-0.3660950824286071,-0.28699329782231603,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C,B-,#DIV!0,#DIV!0,C-,C,B,C-,#DIV!0,C-,#DIV!0
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,-1.4538836115813298,-0.22088231546919707,-0.4045235001006972,-3.2564945761098367,0.11417305944008038,0.965738112551826,0.030896049931299182,-0.6035681116196937,-0.3245895011528172,0.08443585308464618,-0.026370190797282766,-1.8211558672925918,0.1075413115578859,1.1997660419043852,-0.5969183657269963,-0.19675581691753868,D-,C,C-,E,C,B,C,C-,C-,C,C,E,C-,C,B,C
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",#DIV/0!,-0.29779009985416643,-0.19397984479393474,#DIV/0!,0.6265031898211286,0.06333500463852114,-0.4242722779726411,#DIV/0!,#DIV/0!,-0.7923033961503487,-0.41464274899554376,#DIV/0!,#DIV/0!,1.5899467016757658,-1.0343446436719124,#DIV/0!,#DIV!0,C-,C,#DIV!0,B-,C,C-,#DIV!0,#DIV!0,D,C-,#DIV!0,D,#DIV!0,A-,#DIV!0
9,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.06578365228623252,#DIV/0!,#DIV/0!,#DIV/0!,0.2001461148928994,1.8071122553016472,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,A,#DIV!0,C,#DIV!0
10,Erie County (North Central) PUMA,#DIV/0!,-0.5914269355041945,#DIV/0!,#DIV/0!,#DIV/0!,-0.36032668940934237,0.010667381815449123,#DIV/0!,#DIV/0!,0.0500838264505347,0.4691870337529332,#DIV/0!,0.8592192654493349,-1.013196592543127,-0.3061484221811928,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,#DIV!0,C,B-,#DIV!0,C-,B,D,#DIV!0
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",-2.260038582811866,-0.299177188451197,0.11171583591340942,0.2105345804167865,0.43392492051852466,1.5234921347283323,-0.2860921723591202,-0.08080578172073291,#DIV/0!,1.2218569075503545,0.39787078999712217,#DIV/0!,0.6932801798462119,#DIV/0!,-0.3463250359091258,#DIV/0!,E,C-,C,C,B-,A-,C-,C,#DIV!0,B,B-,#DIV!0,C-,B-,#DIV!0,#DIV!0
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,#DIV/0!,1.4314429451592645,0.9100175954157982,#DIV/0!,#DIV/0!,0.17908236771802638,0.5943723404672976,#DIV/0!,#DIV/0!,2.7955575793960996,#DIV/0!,#DIV/0!,#DIV/0!,0.3989295346603256,-0.032679760880736416,#DIV/0!,#DIV!0,A-,B,#DIV!0,#DIV!0,C,B-,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0,C,#DIV!0,B-,#DIV!0
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,#DIV/0!,-0.1605167099391101,0.8363789176197071,0.6883372172444874,#DIV/0!,0.38972740492079305,-0.29635685822431884,#DIV/0!,#DIV/0!,-0.40399037095595225,#DIV/0!,#DIV/0!,#DIV/0!,-0.10279472307753258,0.22251946150838214,#DIV/0!,#DIV!0,C,B,B-,#DIV!0,B-,C-,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,C,#DIV!0,C,#DIV!0
14,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,#DIV/0!,#DIV/0!,0.6671474546144633,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3676279937229422,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
15,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,#DIV/0!,-0.01829295964706264,-2.24602859429079,#DIV/0!,-0.5834094837738794,-0.40335938223971995,-0.3862924236547583,#DIV/0!,#DIV/0!,0.04373060025066022,#DIV/0!,#DIV/0!,#DIV/0!,-0.6385450608503738,-1.020396183646721,#DIV/0!,#DIV!0,C,E,#DIV!0,C-,C-,C-,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,D,#DIV!0,C-,#DIV!0
16,Onondaga County (Central)--Syracuse City PUMA,#DIV/0!,0.10668189737742068,-0.0630723937046383,-0.6302082739575796,-0.4709462616037225,-0.38416507580141146,-0.14826340567628538,#DIV/0!,0.42515686415625853,-0.2622895319909851,0.2651561180136155,#DIV/0!,0.8592192654493349,1.8081068609330786,-0.015612320019391003,#DIV/0!,#DIV!0,C,C,C-,C-,C-,C,#DIV!0,B-,C-,B-,#DIV!0,C,B,A,#DIV!0
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.7938868217344578,-0.2584995813860075,0.5238610486924196,0.8124614502831968,0.12076363033860674,0.21500856473896546,-0.2297394521221076,0.28253464032564735,-2.4497113314108816,-0.26333895351758213,0.3002449968698359,0.7253109698188392,0.20742519180431343,0.018678886592408905,-0.04151527109472035,-0.2147007872768267,B,C-,B-,B,C,C,C,B-,E,C-,B-,B-,C,C,C,C
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,1.1374700067062042,-0.33422741585903293,#DIV/0!,#DIV/0!,0.6265031898211286,0.5229539089181316,-0.40985157662049554,#DIV/0!,#DIV/0!,-0.40678490742837886,#DIV/0!,#DIV/0!,#DIV/0!,0.06705581195184117,0.26163550046131323,#DIV/0!,B,C-,#DIV!0,#DIV!0,B-,B-,C-,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,B-,#DIV!0,C,#DIV!0
19,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",#DIV/0!,0.39030491261305966,0.38989693341012405,0.22965015743343686,0.3296131730415737,-1.0771328606398376,0.2829973720876536,#DIV/0!,#DIV/0!,0.24450139846914165,0.12310689232616841,0.6694344684653438,-0.4654801964963392,#DIV/0!,0.5574504917197338,#DIV/0!,#DIV!0,B-,B-,C,B-,D,B-,#DIV!0,#DIV!0,C,C,B-,B-,C-,#DIV!0,#DIV!0
