,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,2476732.0,1181515.0,1295217.0,2012302.0,983160.0,1029142.0,464430.0,198355.0,266075.0,980250.0,437522.0,542728.0,886380.0,401361.0,485019.0,93870.0,36161.0,57709.0,1245486.0,617581.0,627905.0,965192.0,494467.0,470725.0,280294.0,123114.0,157180.0,250996.0,126412.0,124584.0,160730.0,87332.0,73398.0,90266.0,39080.0,51186.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",33020.0,16816.0,16204.0,29255.0,14919.0,14336.0,3765.0,1897.0,1868.0,17674.0,8639.0,9035.0,15623.0,7849.0,7774.0,2051.0,790.0,1261.0,13012.0,6645.0,6367.0,11941.0,5863.0,6078.0,1071.0,782.0,289.0,2334.0,1532.0,802.0,1691.0,1207.0,484.0,643.0,325.0,318.0
2,Ulster County (East) PUMA,18995.0,9206.0,9789.0,16344.0,7764.0,8580.0,2651.0,1442.0,1209.0,3937.0,1341.0,2596.0,3583.0,1079.0,2504.0,354.0,262.0,92.0,13497.0,6949.0,6548.0,11709.0,6278.0,5431.0,1788.0,671.0,1117.0,1561.0,916.0,645.0,1052.0,407.0,645.0,509.0,509.0,0.0
3,Albany County (East Central)--Albany City PUMA,24014.0,10736.0,13278.0,18844.0,9034.0,9810.0,5170.0,1702.0,3468.0,7135.0,3679.0,3456.0,6040.0,3043.0,2997.0,1095.0,636.0,459.0,14827.0,6214.0,8613.0,11719.0,5280.0,6439.0,3108.0,934.0,2174.0,2052.0,843.0,1209.0,1085.0,711.0,374.0,967.0,132.0,835.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,12710.0,5854.0,6856.0,9966.0,4714.0,5252.0,2744.0,1140.0,1604.0,1907.0,956.0,951.0,1766.0,815.0,951.0,141.0,141.0,0.0,9901.0,4444.0,5457.0,7503.0,3503.0,4000.0,2398.0,941.0,1457.0,902.0,454.0,448.0,697.0,396.0,301.0,205.0,58.0,147.0
5,Ontario & Yates Counties PUMA,11894.0,6398.0,5496.0,9535.0,5135.0,4400.0,2359.0,1263.0,1096.0,3449.0,1100.0,2349.0,3328.0,1061.0,2267.0,121.0,39.0,82.0,7642.0,4637.0,3005.0,5597.0,3518.0,2079.0,2045.0,1119.0,926.0,803.0,661.0,142.0,610.0,556.0,54.0,193.0,105.0,88.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,2909.0,1297.0,1612.0,1994.0,894.0,1100.0,915.0,403.0,512.0,1363.0,615.0,748.0,1280.0,615.0,665.0,83.0,0.0,83.0,1346.0,482.0,864.0,638.0,203.0,435.0,708.0,279.0,429.0,200.0,200.0,0.0,76.0,76.0,0.0,124.0,124.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,23588.0,10786.0,12802.0,17848.0,9192.0,8656.0,5740.0,1594.0,4146.0,6122.0,1465.0,4657.0,5434.0,1386.0,4048.0,688.0,79.0,609.0,15048.0,8053.0,6995.0,11345.0,6930.0,4415.0,3703.0,1123.0,2580.0,2418.0,1268.0,1150.0,1069.0,876.0,193.0,1349.0,392.0,957.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",15625.0,7025.0,8600.0,11404.0,5430.0,5974.0,4221.0,1595.0,2626.0,2831.0,1236.0,1595.0,2718.0,1157.0,1561.0,113.0,79.0,34.0,10897.0,5088.0,5809.0,8257.0,4091.0,4166.0,2640.0,997.0,1643.0,1897.0,701.0,1196.0,429.0,182.0,247.0,1468.0,519.0,949.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,20482.0,10071.0,10411.0,15824.0,7708.0,8116.0,4658.0,2363.0,2295.0,3659.0,1668.0,1991.0,3378.0,1555.0,1823.0,281.0,113.0,168.0,14196.0,6513.0,7683.0,11432.0,5571.0,5861.0,2764.0,942.0,1822.0,2627.0,1890.0,737.0,1014.0,582.0,432.0,1613.0,1308.0,305.0
