,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",67602,34399,33203,64411,32732,31679,3191,1667,1524,60995,29760,31235,58810,28729,30081,2185,1031,1154,5690,3954,1736,5138,3772,1366,552,182,370,917,685,232,463,231,232,454,454,0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",57041,29580,27461,45699,24725,20974,11342,4855,6487,29283,11626,17657,25220,10885,14335,4063,741,3322,23236,15218,8018,17953,12537,5416,5283,2681,2602,4522,2736,1786,2526,1303,1223,1996,1433,563
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,43985,19534,24451,36647,16953,19694,7338,2581,4757,17574,6203,11371,16555,5630,10925,1019,573,446,23333,12013,11320,18387,10186,8201,4946,1827,3119,3078,1318,1760,1705,1137,568,1373,181,1192
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",30689,12648,18041,21591,9944,11647,9098,2704,6394,9388,4147,5241,6896,2977,3919,2492,1170,1322,16626,7306,9320,12458,6071,6387,4168,1235,2933,4675,1195,3480,2237,896,1341,2438,299,2139
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,33118,18125,14993,29032,16061,12971,4086,2064,2022,9156,4037,5119,8650,3811,4839,506,226,280,20082,11428,8654,17257,9893,7364,2825,1535,1290,3880,2660,1220,3125,2357,768,755,303,452
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",34865,16745,18120,28604,13818,14786,6261,2927,3334,14228,6257,7971,13011,5552,7459,1217,705,512,17010,8049,8961,13847,7169,6678,3163,880,2283,3627,2439,1188,1746,1097,649,1881,1342,539
62,Saratoga County (South & Central) PUMA,51187,24234,26953,49162,23451,25711,2025,783,1242,26204,11989,14215,25760,11752,14008,444,237,207,23392,11573,11819,21974,11071,10903,1418,502,916,1591,672,919,1428,628,800,163,44,119
63,Cattaraugus & Allegany Counties PUMA,57818,28841,28977,43539,22149,21390,14279,6692,7587,10773,4546,6227,9896,4182,5714,877,364,513,41715,21376,20339,31071,16114,14957,10644,5262,5382,5330,2919,2411,2572,1853,719,2758,1066,1692
64,Genesee & Orleans Counties PUMA,48091,24296,23795,40039,21092,18947,8052,3204,4848,10008,3715,6293,8469,3350,5119,1539,365,1174,35616,18756,16860,30586,17033,13553,5030,1723,3307,2467,1825,642,984,709,275,1483,1116,367
65,Cayuga & Onondaga (South) Counties PUMA,53878,25614,28264,45462,22395,23067,8416,3219,5197,15879,6770,9109,15100,6493,8607,779,277,502,35153,17643,17510,29132,15309,13823,6021,2334,3687,2846,1201,1645,1230,593,637,1616,608,1008
66,Sullivan & Ulster (West) Counties PUMA,45898,22842,23056,35195,17563,17632,10703,5279,5424,12566,6248,6318,11453,5488,5965,1113,760,353,28886,13896,14990,21483,10676,10807,7403,3220,4183,4446,2698,1748,2259,1399,860,2187,1299,888
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",24771,11279,13492,15733,7402,8331,9038,3877,5161,4026,1594,2432,3362,1101,2261,664,493,171,15843,8103,7740,10470,5574,4896,5373,2529,2844,4902,1582,3320,1901,727,1174,3001,855,2146
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,45317,22421,22896,41034,20558,20476,4283,1863,2420,17348,8138,9210,16760,7644,9116,588,494,94,26586,13461,13125,23238,12360,10878,3348,1101,2247,1383,822,561,1036,554,482,347,268,79
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,59205,29053,30152,53259,26404,26855,5946,2649,3297,39140,17538,21602,36382,16128,20254,2758,1410,1348,18483,10632,7851,15824,9571,6253,2659,1061,1598,1582,883,699,1053,705,348,529,178,351
70,Jefferson & Lewis Counties PUMA,62583,32414,30169,51259,27544,23715,11324,4870,6454,15034,6707,8327,13964,6336,7628,1070,371,699,43837,23400,20437,35263,19743,15520,8574,3657,4917,3712,2307,1405,2032,1465,567,1680,842,838
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,39278,19902,19376,37088,18615,18473,2190,1287,903,20741,9690,11051,20080,9233,10847,661,457,204,17025,9472,7553,15879,8745,7134,1146,727,419,1512,740,772,1129,637,492,383,103,280
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,35245,14765,20480,30415,13296,17119,4830,1469,3361,10532,3484,7048,9914,3271,6643,618,213,405,22628,10134,12494,18980,9055,9925,3648,1079,2569,2085,1147,938,1521,970,551,564,177,387
73,Orange County (Northeast)--Greater Newburgh City PUMA,48163,22194,25969,39962,20103,19859,8201,2091,6110,14942,6053,8889,13833,5937,7896,1109,116,993,29577,14723,14854,24199,13047,11152,5378,1676,3702,3644,1418,2226,1930,1119,811,1714,299,1415
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",35412,18274,17138,29670,14976,14694,5742,3298,2444,9951,3452,6499,9411,3222,6189,540,230,310,21446,12554,8892,18135,10596,7539,3311,1958,1353,4015,2268,1747,2124,1158,966,1891,1110,781
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",57227,26691,30536,47275,22296,24979,9952,4395,5557,13962,3706,10256,12571,3295,9276,1391,411,980,36556,19371,17185,31690,17025,14665,4866,2346,2520,6709,3614,3095,3014,1976,1038,3695,1638,2057
76,Erie County (Central) PUMA,73475,35991,37484,63844,32665,31179,9631,3326,6305,23573,11005,12568,21919,10458,11461,1654,547,1107,46172,22653,23519,39467,20288,19179,6705,2365,4340,3730,2333,1397,2458,1919,539,1272,414,858
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",53926,26800,27126,43287,22118,21169,10639,4682,5957,18852,8482,10370,17678,8130,9548,1174,352,822,29949,15531,14418,23673,12586,11087,6276,2945,3331,5125,2787,2338,1936,1402,534,3189,1385,1804
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",27246,13859,13387,22423,11762,10661,4823,2097,2726,11842,4986,6856,10741,4600,6141,1101,386,715,13060,7429,5631,10200,6229,3971,2860,1200,1660,2344,1444,900,1482,933,549,862,511,351
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",33061,15545,17516,26343,12527,13816,6718,3018,3700,15421,5671,9750,14929,5521,9408,492,150,342,14292,8084,6208,8461,5536,2925,5831,2548,3283,3348,1790,1558,2953,1470,1483,395,320,75
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,41899,19650,22249,29143,14000,15143,12756,5650,7106,9958,3913,6045,9302,3519,5783,656,394,262,27014,13328,13686,17929,9481,8448,9085,3847,5238,4927,2409,2518,1912,1000,912,3015,1409,1606
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,74834,35793,39041,66261,32032,34229,8573,3761,4812,32765,14739,18026,31809,14324,17485,956,415,541,38411,18637,19774,32528,16484,16044,5883,2153,3730,3658,2417,1241,1924,1224,700,1734,1193,541
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",61447,32664,28783,56530,29725,26805,4917,2939,1978,55456,28091,27365,52222,26569,25653,3234,1522,1712,4797,3421,1376,3792,2640,1152,1005,781,224,1194,1152,42,516,516,0,678,636,42
83,"Chenango, Delaware & Broome (East) Counties PUMA",50553,25868,24685,39981,20889,19092,10572,4979,5593,9485,4482,5003,8626,4217,4409,859,265,594,35851,18157,17694,28439,14778,13661,7412,3379,4033,5217,3229,1988,2916,1894,1022,2301,1335,966
84,Orange County (Northwest) PUMA,53376,26191,27185,45362,22068,23294,8014,4123,3891,12722,5083,7639,12087,4635,7452,635,448,187,36588,18604,17984,30814,16194,14620,5774,2410,3364,4066,2504,1562,2461,1239,1222,1605,1265,340
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,26907,13817,13090,22602,11645,10957,4305,2172,2133,16037,7015,9022,15064,6519,8545,973,496,477,9092,5953,3139,7006,4904,2102,2086,1049,1037,1778,849,929,532,222,310,1246,627,619
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,38396,18915,19481,36257,17916,18341,2139,999,1140,25273,12657,12616,24402,12117,12285,871,540,331,12022,5584,6438,11046,5283,5763,976,301,675,1101,674,427,809,516,293,292,158,134
87,Dutchess County (North & East) PUMA,54785,27605,27180,47809,24532,23277,6976,3073,3903,23509,10509,13000,22507,10334,12173,1002,175,827,28111,15274,12837,23735,13205,10530,4376,2069,2307,3165,1822,1343,1567,993,574,1598,829,769
88,Putnam County PUMA,44127,22453,21674,41318,21379,19939,2809,1074,1735,18774,8753,10021,18227,8560,9667,547,193,354,24012,13228,10784,21814,12347,9467,2198,881,1317,1341,472,869,1277,472,805,64,0,64
89,Albany County (Outside Albany City) PUMA,86735,41595,45140,79481,38485,40996,7254,3110,4144,36719,15283,21436,35916,14827,21089,803,456,347,46227,24026,22201,41270,22001,19269,4957,2025,2932,3789,2286,1503,2295,1657,638,1494,629,865
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",43160,19772,23388,36317,17654,18663,6843,2118,4725,13567,4733,8834,12004,4098,7906,1563,635,928,26405,13468,12937,22448,12485,9963,3957,983,2974,3188,1571,1617,1865,1071,794,1323,500,823
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,17100,9165,7935,13606,7389,6217,3494,1776,1718,6334,2931,3403,5312,2588,2724,1022,343,679,9265,5715,3550,7442,4358,3084,1823,1357,466,1501,519,982,852,443,409,649,76,573
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",31342,15965,15377,20609,10805,9804,10733,5160,5573,10065,4551,5514,9092,4207,4885,973,344,629,18914,9905,9009,10622,6007,4615,8292,3898,4394,2363,1509,854,895,591,304,1468,918,550
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,52516,25697,26819,49301,24215,25086,3215,1482,1733,25703,11498,14205,24369,11183,13186,1334,315,1019,25003,12985,12018,23519,12145,11374,1484,840,644,1810,1214,596,1413,887,526,397,327,70
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,39632,18943,20689,38589,18452,20137,1043,491,552,23486,11221,12265,23316,11116,12200,170,105,65,15191,7031,8160,14380,6707,7673,811,324,487,955,691,264,893,629,264,62,62,0
