,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
28,Columbia & Greene Counties PUMA,39552,19975,19577,37736,18669,19067,1816,1306,510,13566,5809,7757,13390,5781,7609,176,28,148,24605,13489,11116,23235,12481,10754,1370,1008,362,1381,677,704,1111,407,704,270,270,0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,57229,28307,28922,55396,27135,28261,1833,1172,661,47634,23106,24528,46611,22625,23986,1023,481,542,8196,4544,3652,7656,4123,3533,540,421,119,1399,657,742,1129,387,742,270,270,0
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",25015,12229,12786,23349,11647,11702,1666,582,1084,14112,6444,7668,12915,6119,6796,1197,325,872,10206,5294,4912,9895,5101,4794,311,193,118,697,491,206,539,427,112,158,64,94
31,Monroe County (North & West) PUMA,44545,22609,21936,42619,21920,20699,1926,689,1237,18993,8558,10435,18390,8374,10016,603,184,419,24194,13595,10599,23540,13195,10345,654,400,254,1358,456,902,689,351,338,669,105,564
32,Schenectady County--Schenectady City PUMA,55722,27955,27767,53376,26485,26891,2346,1470,876,22244,8986,13258,22112,8986,13126,132,0,132,30078,17307,12771,28269,16242,12027,1809,1065,744,3400,1662,1738,2995,1257,1738,405,405,0
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",20881,11874,9007,19489,11297,8192,1392,577,815,7892,4035,3857,7261,3895,3366,631,140,491,11226,6413,4813,10495,5976,4519,731,437,294,1763,1426,337,1733,1426,307,30,0,30
34,Niagara County (North & East) PUMA,42402,21736,20666,40243,20135,20108,2159,1601,558,13249,5760,7489,12775,5538,7237,474,222,252,27787,15434,12353,26102,14055,12047,1685,1379,306,1366,542,824,1366,542,824,0,0,0
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,50589,24701,25888,49151,24062,25089,1438,639,799,17141,6714,10427,16784,6602,10182,357,112,245,32621,17696,14925,31583,17212,14371,1038,484,554,827,291,536,784,248,536,43,43,0
36,Suffolk County (East) PUMA,38858,21113,17745,38512,20889,17623,346,224,122,21313,10687,10626,21251,10625,10626,62,62,0,16759,9854,6905,16739,9834,6905,20,20,0,786,572,214,522,430,92,264,142,122
37,Warren & Washington Counties PUMA,48743,25003,23740,47366,24054,23312,1377,949,428,15155,6693,8462,14898,6544,8354,257,149,108,31282,16573,14709,30321,15901,14420,961,672,289,2306,1737,569,2147,1609,538,159,128,31
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,23914,12117,11797,22540,11290,11250,1374,827,547,16439,8301,8138,15065,7474,7591,1374,827,547,6990,3508,3482,6990,3508,3482,0,0,0,485,308,177,485,308,177,0,0,0
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",29542,14982,14560,27974,13910,14064,1568,1072,496,17257,8296,8961,16773,8202,8571,484,94,390,10898,5772,5126,10130,5110,5020,768,662,106,1387,914,473,1071,598,473,316,316,0
40,Westchester County (Central)--White Plains City PUMA,45487,23725,21762,43943,22681,21262,1544,1044,500,33194,17240,15954,32126,16550,15576,1068,690,378,12293,6485,5808,11817,6131,5686,476,354,122,0,0,0,0,0,0,0,0,0
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",26047,12134,13913,22000,10140,11860,4047,1994,2053,6578,3047,3531,5472,2246,3226,1106,801,305,16864,7409,9455,14484,6530,7954,2380,879,1501,2605,1678,927,2044,1364,680,561,314,247
42,Erie County (North Central) PUMA,41107,19863,21244,40548,19304,21244,559,559,0,26909,12321,14588,26722,12134,14588,187,187,0,13839,7299,6540,13467,6927,6540,372,372,0,359,243,116,359,243,116,0,0,0
43,Chautauqua County PUMA,45559,23787,21772,43166,22259,20907,2393,1528,865,12393,5258,7135,12303,5168,7135,90,90,0,30360,16768,13592,28515,15690,12825,1845,1078,767,2806,1761,1045,2348,1401,947,458,360,98
44,Dutchess County (Southwest) PUMA,55199,28648,26551,52797,27635,25162,2402,1013,1389,21481,9296,12185,20757,8896,11861,724,400,324,31693,18434,13259,30218,17933,12285,1475,501,974,2025,918,1107,1822,806,1016,203,112,91
45,Westchester County (Southeast) PUMA,29473,16688,12785,28495,16314,12181,978,374,604,22197,12233,9964,21556,11931,9625,641,302,339,6702,4036,2666,6365,3964,2401,337,72,265,574,419,155,574,419,155,0,0,0
46,Rockland County (North)--New City & Congers PUMA,29123,15848,13275,27635,15009,12626,1488,839,649,15070,6658,8412,14809,6588,8221,261,70,191,12830,8057,4773,11603,7288,4315,1227,769,458,1223,1133,90,1223,1133,90,0,0,0
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,29110,14894,14216,28096,14365,13731,1014,529,485,12089,6931,5158,11682,6740,4942,407,191,216,16040,7279,8761,15558,7066,8492,482,213,269,981,684,297,856,559,297,125,125,0
48,Suffolk County (Southwest)--Islip Town (South) PUMA,37261,19548,17713,36403,19163,17240,858,385,473,16985,7674,9311,16725,7460,9265,260,214,46,19762,11701,8061,19164,11530,7634,598,171,427,514,173,341,514,173,341,0,0,0
49,Erie County (West Central)--Buffalo City (East) PUMA,44172,21414,22758,41678,20508,21170,2494,906,1588,9528,4324,5204,8993,3970,5023,535,354,181,30691,14647,16044,28987,14129,14858,1704,518,1186,3953,2443,1510,3698,2409,1289,255,34,221
50,Wayne & Seneca Counties PUMA,47908,25981,21927,46318,25319,20999,1590,662,928,11752,5203,6549,11720,5203,6517,32,0,32,33251,18972,14279,31982,18310,13672,1269,662,607,2905,1806,1099,2616,1806,810,289,0,289
51,Monroe County (South) PUMA,58302,29732,28570,57347,29141,28206,955,591,364,37521,17753,19768,36759,17232,19527,762,521,241,19646,11365,8281,19453,11295,8158,193,70,123,1135,614,521,1135,614,521,0,0,0
52,Tompkins County PUMA,31376,15070,16306,30632,14538,16094,744,532,212,18718,7778,10940,18453,7682,10771,265,96,169,11397,6380,5017,11015,6041,4974,382,339,43,1261,912,349,1164,815,349,97,97,0
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,45664,24843,20821,43805,24080,19725,1859,763,1096,15413,6523,8890,14946,6284,8662,467,239,228,27971,16338,11633,26735,15840,10895,1236,498,738,2280,1982,298,2124,1956,168,156,26,130
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",39973,21325,18648,39090,20792,18298,883,533,350,12476,5795,6681,12243,5674,6569,233,121,112,24989,13621,11368,24576,13446,11130,413,175,238,2508,1909,599,2271,1672,599,237,237,0
55,NYC-Manhattan Community District 8--Upper East Side PUMA,72416,32114,40302,70493,31297,39196,1923,817,1106,67801,29831,37970,65878,29014,36864,1923,817,1106,4355,2134,2221,4355,2134,2221,0,0,0,260,149,111,260,149,111,0,0,0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",62952,32304,30648,60582,31231,29351,2370,1073,1297,57834,28870,28964,55666,27797,27869,2168,1073,1095,4612,3160,1452,4410,3160,1250,202,0,202,506,274,232,506,274,232,0,0,0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",45613,24255,21358,42396,22511,19885,3217,1744,1473,26707,11459,15248,24857,10756,14101,1850,703,1147,16135,10725,5410,14891,9807,5084,1244,918,326,2771,2071,700,2648,1948,700,123,123,0
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,35634,16078,19556,34072,15239,18833,1562,839,723,16215,5685,10530,16141,5611,10530,74,74,0,17795,9530,8265,16923,8956,7967,872,574,298,1624,863,761,1008,672,336,616,191,425
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",22984,10059,12925,19953,8774,11179,3031,1285,1746,8046,3386,4660,7463,3126,4337,583,260,323,12331,5950,6381,11120,5079,6041,1211,871,340,2607,723,1884,1370,569,801,1237,154,1083
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,25652,15149,10503,23007,13175,9832,2645,1974,671,7836,3937,3899,7553,3654,3899,283,283,0,15258,9158,6100,12896,7467,5429,2362,1691,671,2558,2054,504,2558,2054,504,0,0,0
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",25907,11776,14131,24219,11357,12862,1688,419,1269,12763,5432,7331,12763,5432,7331,0,0,0,11417,5543,5874,10058,5453,4605,1359,90,1269,1727,801,926,1398,472,926,329,329,0
62,Saratoga County (South & Central) PUMA,44605,22673,21932,43839,22358,21481,766,315,451,23628,11549,12079,23300,11489,11811,328,60,268,19689,10496,9193,19251,10241,9010,438,255,183,1288,628,660,1288,628,660,0,0,0
63,Cattaraugus & Allegany Counties PUMA,43531,22828,20703,41738,21928,19810,1793,900,893,9436,4189,5247,9268,4154,5114,168,35,133,31630,16737,14893,30103,15970,14133,1527,767,760,2465,1902,563,2367,1804,563,98,98,0
64,Genesee & Orleans Counties PUMA,39658,21349,18309,38331,20726,17605,1327,623,704,7743,3069,4674,7584,2910,4674,159,159,0,30222,16844,13378,29072,16398,12674,1150,446,704,1693,1436,257,1675,1418,257,18,18,0
65,Cayuga & Onondaga (South) Counties PUMA,40833,20256,20577,40164,19823,20341,669,433,236,13752,6169,7583,13726,6143,7583,26,26,0,25524,13319,12205,24980,13011,11969,544,308,236,1557,768,789,1458,669,789,99,99,0
66,Sullivan & Ulster (West) Counties PUMA,34641,16922,17719,33741,16270,17471,900,652,248,11249,5716,5533,10981,5448,5533,268,268,0,20913,9779,11134,20400,9514,10886,513,265,248,2479,1427,1052,2360,1308,1052,119,119,0
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",17320,7984,9336,15379,7427,7952,1941,557,1384,2979,999,1980,2908,999,1909,71,0,71,11844,6338,5506,11020,5919,5101,824,419,405,2497,647,1850,1451,509,942,1046,138,908
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,37523,19176,18347,35711,18017,17694,1812,1159,653,15177,7155,8022,14805,6966,7839,372,189,183,21641,11628,10013,20323,10723,9600,1318,905,413,705,393,312,583,328,255,122,65,57
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,52797,26192,26605,51146,24997,26149,1651,1195,456,37162,16725,20437,36427,16248,20179,735,477,258,14977,9272,5705,14176,8554,5622,801,718,83,658,195,463,543,195,348,115,0,115
70,Jefferson & Lewis Counties PUMA,49374,27951,21423,47758,27488,20270,1616,463,1153,12817,6431,6386,12573,6383,6190,244,48,196,34428,20197,14231,33079,19782,13297,1349,415,934,2129,1323,806,2106,1323,783,23,0,23
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,32149,17326,14823,31092,16347,14745,1057,979,78,17408,8240,9168,17258,8168,9090,150,72,78,13401,8366,5035,12494,7459,5035,907,907,0,1340,720,620,1340,720,620,0,0,0
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,27889,11079,16810,26971,10521,16450,918,558,360,9692,3200,6492,9554,3062,6492,138,138,0,17197,7104,10093,16598,6865,9733,599,239,360,1000,775,225,819,594,225,181,181,0
73,Orange County (Northeast)--Greater Newburgh City PUMA,37815,18580,19235,36109,17862,18247,1706,718,988,13187,5727,7460,13129,5727,7402,58,0,58,22716,11807,10909,21111,11132,9979,1605,675,930,1912,1046,866,1869,1003,866,43,43,0
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",28528,14783,13745,27329,14005,13324,1199,778,421,9090,2963,6127,8811,2869,5942,279,94,185,17219,10339,6880,16358,9714,6644,861,625,236,2219,1481,738,2160,1422,738,59,59,0
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",44636,19661,24975,42475,18554,23921,2161,1107,1054,12194,2966,9228,12194,2966,9228,0,0,0,29136,14989,14147,27305,13926,13379,1831,1063,768,3306,1706,1600,2976,1662,1314,330,44,286
76,Erie County (Central) PUMA,62633,31960,30673,61084,31234,29850,1549,726,823,21796,10608,11188,21270,10300,10970,526,308,218,38110,19655,18455,37290,19296,17994,820,359,461,2727,1697,1030,2524,1638,886,203,59,144
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",39528,20360,19168,37328,18717,18611,2200,1643,557,16462,7568,8894,16131,7378,8753,331,190,141,20643,10998,9645,19721,10177,9544,922,821,101,2423,1794,629,1476,1162,314,947,632,315
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",19469,10324,9145,18552,9547,9005,917,777,140,10313,4673,5640,10055,4449,5606,258,224,34,7737,4683,3054,7340,4392,2948,397,291,106,1419,968,451,1157,706,451,262,262,0
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",26192,12802,13390,23750,11162,12588,2442,1640,802,13873,5142,8731,12664,4329,8335,1209,813,396,9793,6190,3603,8884,5541,3343,909,649,260,2526,1470,1056,2202,1292,910,324,178,146
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,30752,14675,16077,28406,13053,15353,2346,1622,724,9496,3451,6045,9413,3451,5962,83,0,83,18990,9990,9000,17182,8500,8682,1808,1490,318,2266,1234,1032,1811,1102,709,455,132,323
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,60938,30424,30514,58931,29690,29241,2007,734,1273,29541,13774,15767,28983,13634,15349,558,140,418,29268,15312,13956,27901,14718,13183,1367,594,773,2129,1338,791,2047,1338,709,82,0,82
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",55747,29999,25748,55454,29795,25659,293,204,89,51504,26769,24735,51211,26565,24646,293,204,89,3829,2816,1013,3829,2816,1013,0,0,0,414,414,0,414,414,0,0,0,0
83,"Chenango, Delaware & Broome (East) Counties PUMA",38130,19919,18211,37114,19317,17797,1016,602,414,8274,3780,4494,8250,3780,4470,24,0,24,26695,14168,12527,25703,13566,12137,992,602,390,3161,1971,1190,3161,1971,1190,0,0,0
84,Orange County (Northwest) PUMA,42376,21683,20693,40794,21202,19592,1582,481,1101,11367,4862,6505,10906,4862,6044,461,0,461,29367,16068,13299,28627,15775,12852,740,293,447,1642,753,889,1261,565,696,381,188,193
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,23177,11840,11337,21681,10704,10977,1496,1136,360,15136,6726,8410,14486,6361,8125,650,365,285,7234,4640,2594,6474,3955,2519,760,685,75,807,474,333,721,388,333,86,86,0
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,30816,16377,14439,29807,15416,14391,1009,961,48,20672,11011,9661,19663,10050,9613,1009,961,48,9298,4942,4356,9298,4942,4356,0,0,0,846,424,422,846,424,422,0,0,0
87,Dutchess County (North & East) PUMA,43020,22793,20227,42079,22312,19767,941,481,460,20955,9941,11014,20735,9785,10950,220,156,64,20583,11986,8597,20016,11661,8355,567,325,242,1482,866,616,1328,866,462,154,0,154
88,Putnam County PUMA,36626,19236,17390,35246,18764,16482,1380,472,908,16062,8136,7926,15731,8021,7710,331,115,216,19506,10697,8809,18579,10462,8117,927,235,692,1058,403,655,936,281,655,122,122,0
89,Albany County (Outside Albany City) PUMA,69411,34315,35096,68142,33440,34702,1269,875,394,32910,13772,19138,32573,13634,18939,337,138,199,34377,18758,15619,33541,18079,15462,836,679,157,2124,1785,339,2028,1727,301,96,58,38
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",32918,16217,16701,29645,13796,15849,3273,2421,852,11678,4057,7621,11170,3663,7507,508,394,114,19995,11129,8866,17720,9592,8128,2275,1537,738,1245,1031,214,755,541,214,490,490,0
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,13828,7333,6495,13464,7167,6297,364,166,198,5359,2240,3119,5114,2193,2921,245,47,198,7556,4589,2967,7513,4546,2967,43,43,0,913,504,409,837,428,409,76,76,0
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",23395,13198,10197,22518,12946,9572,877,252,625,8907,4426,4481,8642,4364,4278,265,62,203,13109,7647,5462,12497,7457,5040,612,190,422,1379,1125,254,1379,1125,254,0,0,0
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,43042,21793,21249,42480,21512,20968,562,281,281,22286,10448,11838,22078,10448,11630,208,0,208,19640,10756,8884,19359,10548,8811,281,208,73,1116,589,527,1043,516,527,73,73,0
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,31702,16894,14808,31024,16409,14615,678,485,193,19836,10415,9421,19446,10218,9228,390,197,193,11519,6273,5246,11231,5985,5246,288,288,0,347,206,141,347,206,141,0,0,0
95,Oswego County PUMA,46213,25251,20962,43700,23634,20066,2513,1617,896,10665,5314,5351,10589,5238,5351,76,76,0,31614,17205,14409,30124,16344,13780,1490,861,629,3934,2732,1202,2987,2052,935,947,680,267
96,Rensselaer County--Troy City PUMA,64078,33216,30862,60991,31924,29067,3087,1292,1795,21545,10047,11498,21188,9952,11236,357,95,262,38406,20085,18321,35980,19151,16829,2426,934,1492,4127,3084,1043,3823,2821,1002,304,263,41
97,Saratoga County (Outer) PUMA,51630,28248,23382,50132,27076,23056,1498,1172,326,19096,9627,9469,18941,9535,9406,155,92,63,29995,16637,13358,29288,16193,13095,707,444,263,2539,1984,555,1903,1348,555,636,636,0
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,43179,22900,20279,42341,22217,20124,838,683,155,10752,4378,6374,10644,4270,6374,108,108,0,29940,17034,12906,29349,16598,12751,591,436,155,2487,1488,999,2348,1349,999,139,139,0
99,Monroe County (East) PUMA,55996,28761,27235,55049,28173,26876,947,588,359,32043,15253,16790,31736,15035,16701,307,218,89,23032,12763,10269,22392,12393,9999,640,370,270,921,745,176,921,745,176,0,0,0
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",33475,17370,16105,30951,15942,15009,2524,1428,1096,13212,5795,7417,12743,5744,6999,469,51,418,18577,10572,8005,16822,9348,7474,1755,1224,531,1686,1003,683,1386,850,536,300,153,147
101,Erie County (South) PUMA,68992,34707,34285,67531,34037,33494,1461,670,791,29344,12505,16839,29012,12214,16798,332,291,41,37592,20437,17155,36463,20058,16405,1129,379,750,2056,1765,291,2056,1765,291,0,0,0
102,Monroe County (Central)--Greece & Gates Towns PUMA,47332,22320,25012,46032,21972,24060,1300,348,952,18128,8351,9777,17846,8069,9777,282,282,0,27308,13250,14058,26290,13184,13106,1018,66,952,1896,719,1177,1896,719,1177,0,0,0
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,62809,31132,31677,59789,29481,30308,3020,1651,1369,53019,25453,27566,51098,24698,26400,1921,755,1166,8512,5028,3484,7841,4560,3281,671,468,203,1278,651,627,850,223,627,428,428,0
104,NYC-Manhattan Community District 11--East Harlem PUMA,27763,11893,15870,26838,11267,15571,925,626,299,14403,5412,8991,14143,5279,8864,260,133,127,11039,4553,6486,10410,4060,6350,629,493,136,2321,1928,393,2285,1928,357,36,0,36
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",30448,16786,13662,28831,15505,13326,1617,1281,336,14925,7279,7646,14321,6879,7442,604,400,204,13683,8344,5339,12763,7556,5207,920,788,132,1840,1163,677,1747,1070,677,93,93,0
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,57136,33308,23828,56125,32717,23408,1011,591,420,42352,23610,18742,41543,23173,18370,809,437,372,11596,7302,4294,11394,7148,4246,202,154,48,3188,2396,792,3188,2396,792,0,0,0
