,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,4778226,2588175,2190051,80952.6859985275,91269.09616312652,68760.88093199657,2357248,1143271,1213977,108586.46511949527,130810.89375484902,87656.46006143444,2245664,1327452,918212,55149.34563140345,61568.13438678009,45869.752279430024,175314,117452,57862,39917.526096033405,42054.18826414195,35580.39213991912
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",26257,13558,12699,73075.00856914347,81262.1522348429,64334.06094968108,17284,8002,9282,81231.87051608424,90576.03849037741,73176.27558715794,8575,5297,3278,58557.30029154519,69182.14083443458,41388.36180597926,398,259,139,31633.165829145728,40559.84555984556,15000.0
2,Ulster County (East) PUMA,45595,25528,20067,66904.4430310341,73207.49647445942,58886.087108187574,15402,6842,8560,86678.48980651863,98914.4913767904,76898.26518691589,28187,17261,10926,58251.48756518963,65965.628874341,46064.61285008237,2006,1425,581,36665.65304087737,37498.45614035088,34623.063683304645
3,Albany County (East Central)--Albany City PUMA,24909,13721,11188,58122.8684411257,65696.16354493113,48834.95441544512,13251,6712,6539,74296.50516942117,86642.17520858164,61624.21012387215,10975,6484,4491,40661.09703872437,47055.95003084516,31428.358940102426,683,525,158,24925.32942898975,28121.904761904763,14303.79746835443
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,30431,15879,14552,61292.368637244916,67678.2946029347,54324.10871357889,10701,5886,4815,90414.6958228203,103716.9367991845,74153.6386292835,19201,9648,9553,43303.62012395188,46721.40858208955,39851.843399979065,529,345,184,125118.33648393194,38891.59420289855,286793.47826086957
5,Ontario & Yates Counties PUMA,44472,23323,21149,66257.15821190862,71632.05162286156,60329.75554399735,18103,7586,10517,92086.46798873115,104353.81624044292,83237.9271655415,24365,14034,10331,48324.74533141802,55977.96066695169,37928.34381957216,2004,1703,301,50955.384231536926,54874.685848502646,28780.730897009966
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,30260,17530,12730,95295.04461335095,108567.0958357102,77018.60644147683,14428,6952,7476,112850.46090934295,138574.5238780207,88929.42215088282,15409,10155,5254,79687.55921863846,89837.03594288528,60070.51770079939,423,423,0,65049.645390070924,65049.645390070924,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,41154,22469,18685,108654.45788987704,129610.28038631003,83454.75889751138,22528,11631,10897,157025.5419921875,199428.08356977045,111766.85050931449,17652,10041,7611,50928.54350781781,55868.12568469276,44411.877545657604,974,797,177,36040.5544147844,39765.99749058971,19265.53672316384
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",51031,29186,21845,56985.25935215849,60098.360515315566,52826.002288853284,15917,6403,9514,80016.69284412892,93996.79993752929,70607.96615513979,33028,21088,11940,47491.58199103791,52627.57207890743,38420.58040201005,2086,1695,391,31561.409395973154,24990.5604719764,60046.291560102305
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,42248,24291,17957,56276.120763113046,59976.016219999176,51271.15553823022,14527,7867,6660,85304.72017622358,95785.1951188509,72924.85585585586,25961,15176,10785,41591.397095643464,43509.47944122298,38892.38757533611,1760,1248,512,33282.73863636364,34483.50961538462,30355.859375
