,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",1214,303,911,995,236,759,219,67,152,431,112,319,370,112,258,61,0,61,716,124,592,625,124,501,91,0,91,67,67,0,0,0,0,67,67,0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",2310,1814,496,2231,1814,417,79,0,79,2231,1814,417,2231,1814,417,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0,0,0,79,0,79
102,Chautauqua County PUMA,267,38,229,31,0,31,236,38,198,31,0,31,31,0,31,0,0,0,236,38,198,0,0,0,236,38,198,0,0,0,0,0,0,0,0,0
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,1550,779,771,978,379,599,572,400,172,803,330,473,803,330,473,0,0,0,747,449,298,175,49,126,572,400,172,0,0,0,0,0,0,0,0,0
104,Erie County (West Central)--Buffalo City (East) PUMA,155,84,71,155,84,71,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,84,84,0,0,0,0,71,0,71,71,0,71,0,0,0
105,Genesee & Orleans Counties PUMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",3237,1559,1678,2130,978,1152,1107,581,526,536,232,304,536,232,304,0,0,0,2459,1131,1328,1352,550,802,1107,581,526,242,196,46,242,196,46,0,0,0
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",79,79,0,0,0,0,79,79,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,0,0,0,0,0,0
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,1046,547,499,910,480,430,136,67,69,348,260,88,281,193,88,67,67,0,698,287,411,629,287,342,69,0,69,0,0,0,0,0,0,0,0,0
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",3216,1132,2084,2096,546,1550,1120,586,534,312,126,186,312,126,186,0,0,0,1535,425,1110,1014,145,869,521,280,241,1369,581,788,770,275,495,599,306,293
110,Suffolk County (East) PUMA,8901,6121,2780,7160,5331,1829,1741,790,951,1828,1564,264,1777,1564,213,51,0,51,5525,3385,2140,4628,3091,1537,897,294,603,1548,1172,376,755,676,79,793,496,297
111,Orange County (Northwest) PUMA,761,437,324,626,359,267,135,78,57,0,0,0,0,0,0,0,0,0,600,333,267,522,255,267,78,78,0,161,104,57,104,104,0,57,0,57
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",1007,788,219,838,712,126,169,76,93,413,287,126,413,287,126,0,0,0,357,264,93,188,188,0,169,76,93,237,237,0,237,237,0,0,0,0
114,Suffolk County (Northwest)--Smithtown Town PUMA,585,417,168,585,417,168,0,0,0,168,0,168,168,0,168,0,0,0,417,417,0,417,417,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Ulster County (East) PUMA,884,423,461,491,173,318,393,250,143,349,68,281,349,68,281,0,0,0,147,147,0,64,64,0,83,83,0,388,208,180,78,41,37,310,167,143
116,Westchester County (Northeast) PUMA,962,333,629,276,61,215,686,272,414,443,228,215,276,61,215,167,167,0,414,0,414,0,0,0,414,0,414,105,105,0,0,0,0,105,105,0
117,NYC-Brooklyn Community District 4--Bushwick PUMA,1621,857,764,801,390,411,820,467,353,265,0,265,134,0,134,131,0,131,450,83,367,243,83,160,207,0,207,906,774,132,424,307,117,482,467,15
