,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,2093,1259,834,66964.66316292403,61474.6624305004,75252.32613908873,1363,753,610,74332.82465150404,76368.12749003984,71820.39344262295,634,506,128,51421.766561514196,39311.06719367589,99296.875,96,0,96,65000.0,0.0,65000.0
33,Fulton & Montgomery Counties PUMA,2159,784,1375,27559.471977767484,38733.67346938775,21188.145454545454,163,64,99,50980.981595092024,56271.875,47560.606060606064,1535,720,815,26818.110749185667,37174.72222222222,17668.71165644172,461,0,461,21746.637744034706,0.0,21746.637744034706
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,786,400,386,53838.80407124682,69777.25,37322.279792746114,241,241,0,85163.07053941909,85163.07053941909,0.0,189,145,44,48135.449735449736,50604.137931034486,40000.0,356,14,342,35661.23595505618,3500.0,36977.77777777778
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,4466,2019,2447,55816.68607254814,62149.836552748886,50591.254597466286,635,52,583,72956.72440944881,120010.0,68759.8627787307,3640,1776,1864,53537.857142857145,62594.59459459459,44908.690987124464,191,191,0,42261.780104712045,42261.780104712045,0.0
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,430,279,151,41126.976744186046,51010.75268817204,22864.900662251657,99,0,99,25000.0,0.0,25000.0,229,177,52,55282.096069868996,66000.0,18800.0,102,102,0,25000.0,25000.0,0.0
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,5112,3329,1783,49992.95187793427,57136.917993391406,36654.61020751543,689,465,224,71773.2946298984,82802.15053763441,48878.57142857143,4125,2566,1559,47074.70787878788,54472.64224473889,34898.24887748557,298,298,0,40030.20134228188,40030.20134228188,0.0
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",10552,6164,4388,45516.308756633814,38786.89162881246,54969.39152233364,1932,929,1003,42954.03726708075,50184.06889128095,36257.42771684945,6856,3852,3004,41198.58372228705,41177.31048805815,41225.862183754994,1764,1383,381,65103.968253968254,24473.174258857554,212590.55118110238
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,3144,1593,1551,39821.24681933842,49069.679849340864,30322.372662798196,981,633,348,44440.366972477066,44559.241706161134,44224.137931034486,1852,960,892,38125.26997840173,52043.75,23145.7399103139,311,0,311,35350.48231511254,0.0,35350.48231511254
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",2539,1704,835,88503.50531705396,95000.7042253521,75244.5508982036,1232,698,534,114048.21428571429,135528.93982808024,85970.41198501873,1165,864,301,67889.2703862661,71956.01851851853,56215.94684385382,142,142,0,36000.0,36000.0,0.0
41,Suffolk County (Central)--Islip Town (East) PUMA,2011,971,1040,55158.03083043262,75414.0061791967,36245.96153846154,721,386,335,57221.636615811374,79699.48186528498,31321.79104477612,1115,410,705,59341.70403587444,95031.70731707317,38585.81560283688,175,175,0,20000.0,20000.0,0.0
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",2175,1479,696,36813.333333333336,36816.09195402299,36807.471264367814,557,312,245,50644.524236983845,56000.0,43824.489795918365,1447,996,451,31857.152729785765,31341.666666666668,32995.56541019955,171,171,0,33700.0,33700.0,0.0
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",2956,1165,1791,56164.27604871448,38621.888412017164,67575.15354550531,1020,548,472,70410.29411764706,49595.80291970803,94576.27118644067,1666,395,1271,51605.34213685474,26337.721518987342,59457.9858379229,270,222,48,30476.296296296296,33390.09009009009,17000.0
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,6391,3748,2643,43865.623533093414,45821.39807897546,41092.167990919406,2086,1181,905,54043.72003835091,56513.29381879763,50820.99447513812,3585,1949,1636,42649.149232914926,48240.328373524884,35988.264058679706,720,618,102,20434.444444444445,17760.51779935275,36635.294117647056
45,Saratoga County (Outer) PUMA,765,765,0,46567.8431372549,46567.8431372549,0.0,208,208,0,75326.92307692308,75326.92307692308,0.0,557,557,0,35828.36624775583,35828.36624775583,0.0,0,0,0,#DIV/0!,0.0,0.0
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",4348,2181,2167,39885.073597056115,41008.7116001834,38754.17628057222,513,103,410,89193.76218323587,63000.0,95774.14634146342,3293,1784,1509,32876.61706650471,38482.06278026906,26249.63552021206,542,294,248,35795.571955719555,48636.054421768706,20573.387096774193
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",2423,1085,1338,41600.701609574906,38309.032258064515,44269.95515695067,577,131,446,45589.948006932405,56000.0,42532.28699551569,1569,767,802,32615.1051625239,28421.512385919166,36625.68578553616,277,187,90,84187.72563176895,66470.58823529411,121000.0
48,Wayne & Seneca Counties PUMA,993,527,466,30334.34038267875,25305.50284629981,36021.459227467814,302,100,202,46894.03973509934,34000.0,53277.22772277228,423,159,264,27645.390070921985,35660.377358490565,22818.18181818182,268,268,0,15917.910447761195,15917.910447761195,0.0
49,Schenectady County--Schenectady City PUMA,1222,1077,145,37590.87888707038,40180.18012999072,18358.620689655174,158,158,0,63164.898734177215,63164.898734177215,0.0,1064,919,145,33793.23308270676,36228.509249183895,18358.620689655174,0,0,0,#DIV/0!,0.0,0.0
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,4228,2113,2115,59100.40444654683,66874.21202082347,51333.94799054373,2422,1132,1290,67768.45995045417,84993.73674911661,52652.94573643411,1656,831,825,48381.944444444445,47498.79663056559,49271.51515151515,150,150,0,37472.0,37472.0,0.0
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,1916,1147,769,57461.628392484345,37907.82911944202,86627.04811443434,265,145,120,156003.77358490566,103041.37931034483,220000.0,1544,895,649,44322.849740932645,31528.804469273742,61966.40986132512,107,107,0,3000.0,3000.0,0.0
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,4657,2682,1975,50520.075155679624,46514.985085756896,55958.88607594937,1626,727,899,77022.14022140221,86726.27235213204,69174.63848720801,2144,1068,1076,44052.93843283582,43182.30337078652,44917.10037174721,887,887,0,17569.88726042841,17569.88726042841,0.0
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",5073,2706,2367,108198.46244825546,92289.68957871397,126385.67807351077,2454,1300,1154,169550.7334963325,105121.53846153847,242131.28249566726,2619,1406,1213,50711.45475372279,80425.24893314367,16269.909315746085,0,0,0,#DIV/0!,0.0,0.0
54,Columbia & Greene Counties PUMA,216,18,198,20878.24074074074,25000.0,20503.535353535353,0,0,0,#DIV/0!,0.0,0.0,216,18,198,20878.24074074074,25000.0,20503.535353535353,0,0,0,#DIV/0!,0.0,0.0
55,Rensselaer County--Troy City PUMA,1604,979,625,38488.70324189526,41953.01327885598,33062.208,118,0,118,68576.27118644067,0.0,68576.27118644067,1400,893,507,36474.2,43104.14333706607,24796.607495069034,86,86,0,30000.0,30000.0,0.0
56,Erie County (West Central)--Buffalo City (West) PUMA,4419,2806,1613,46645.842950893864,50879.39415538133,39281.091134531925,817,439,378,72155.44675642595,64505.69476082004,81039.68253968254,3247,2012,1235,43406.03018170619,53783.290258449306,26499.919028340082,355,355,0,17570.704225352114,17570.704225352114,0.0
57,Erie County (South) PUMA,239,118,121,54729.70711297071,57300.0,52223.14049586777,164,118,46,59179.26829268293,57300.0,64000.0,75,0,75,45000.0,0.0,45000.0,0,0,0,#DIV/0!,0.0,0.0
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,1181,567,614,24770.491109229468,24992.85714285714,24565.14657980456,311,115,196,34244.372990353695,50000.0,25000.0,685,267,418,23270.0,21561.610486891386,24361.244019138758,185,185,0,14400.0,14400.0,0.0
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",16170,8838,7332,43524.189239332096,46526.46526363431,39905.24277141298,5440,2033,3407,47150.85294117647,43806.68962124939,49146.35749926622,9266,5799,3467,46397.28037988344,54111.553716157956,33494.17363715028,1464,1006,458,11863.592896174863,8299.20477137177,19692.794759825327
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,4549,2123,2426,41838.3380962849,42114.93170042393,41596.29018961253,1711,515,1196,43295.26592635886,51916.50485436893,39582.94314381271,2584,1473,1111,42231.965944272444,41997.9633401222,42542.214221422146,254,135,119,28019.685039370077,6000.0,53000.0
61,NYC-Manhattan Community District 10--Central Harlem PUMA,6631,3740,2891,41719.45407932439,29535.320855614973,57481.701833275685,1778,1182,596,50497.18785151856,30461.08291032149,90233.22147651007,3451,1297,2154,46102.723848159956,39789.28296067849,49904.27112349118,1402,1261,141,19798.288159771753,18120.856463124503,34800.0
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,2344,1237,1107,52656.65529010239,57094.58367016976,47697.560975609755,615,200,415,95840.65040650406,191125.0,49920.48192771084,1528,943,585,37905.89005235602,31369.034994697773,48443.07692307692,201,94,107,32661.691542288558,30000.0,35000.0
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,3765,1772,1993,42437.97078353254,58177.59593679458,28443.682890115404,398,174,224,44447.236180904525,49712.64367816092,40357.142857142855,2522,1210,1312,28732.458366375893,31676.03305785124,26017.728658536584,845,388,457,82397.27810650888,144620.36082474227,29568.927789934354
64,Albany County (East Central)--Albany City PUMA,2635,1461,1174,41392.3339658444,46602.39561943874,34908.60306643952,790,325,465,49475.56962025316,30411.384615384617,62800.0,1845,1136,709,37931.21951219512,51234.50704225352,16615.937940761636,0,0,0,#DIV/0!,0.0,0.0
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,2691,1644,1047,80715.9420289855,86665.93673965937,71373.25692454632,1084,481,603,95202.76752767527,123933.47193347193,72284.9087893864,1607,1163,444,70943.87056627256,71252.62252794497,70135.13513513513,0,0,0,#DIV/0!,0.0,0.0
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,352,352,0,37959.09090909091,37959.09090909091,0.0,0,0,0,#DIV/0!,0.0,0.0,352,352,0,37959.09090909091,37959.09090909091,0.0,0,0,0,#DIV/0!,0.0,0.0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",11735,5705,6030,34097.00894759267,37061.24452234882,31292.537313432837,1514,661,853,46445.706737120214,56331.31618759455,38785.228604923796,7346,3578,3768,36242.717124965966,39969.73169368362,32703.635881104034,2875,1466,1409,22111.513043478262,21274.010914051843,22982.89567068843
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",7415,3286,4129,43800.304787592715,55190.27997565429,34735.77137321385,2005,943,1062,56948.52867830424,70982.82078472959,44486.81732580037,4111,1404,2707,36987.93480904889,45476.1396011396,32585.482083487255,1299,939,360,45065.48113933795,53855.122470713526,22139.166666666668
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",9699,4746,4953,53045.8047221363,53717.77918246945,52401.91399152029,3719,1478,2241,74970.11562247916,83869.5399188092,69100.70504239178,4878,2545,2333,39299.876998769985,36608.408644400784,42235.91941705958,1102,723,379,39902.540834845735,52305.67081604426,16241.688654353562
70,Erie County (Northeast) PUMA,325,325,0,93686.15384615384,93686.15384615384,0.0,224,224,0,99857.14285714286,99857.14285714286,0.0,101,101,0,80000.0,80000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
71,NYC-Manhattan Community District 11--East Harlem PUMA,9030,3905,5125,40705.75858250277,44847.4775928297,37549.97073170732,3673,1113,2560,45886.686632180776,54552.02156334232,42119.296875,4926,2361,2565,40054.24279334145,47729.351969504445,32989.55165692008,431,431,0,4000.0,4000.0,0.0
72,Orange County (Southeast) PUMA,5932,3741,2191,55304.21443020904,59207.1638599305,48640.16430853491,1155,563,592,65871.86147186147,67378.33037300178,64439.18918918919,4605,3006,1599,52767.55700325733,58074.51763140386,42790.869293308315,172,172,0,52255.813953488374,52255.813953488374,0.0
73,Westchester County (Southeast) PUMA,2276,1373,903,67982.82073813709,77074.50837581938,54159.025470653374,1685,782,903,75938.45697329377,101087.8516624041,54159.025470653374,591,591,0,45300.507614213195,45300.507614213195,0.0,0,0,0,#DIV/0!,0.0,0.0
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,6626,3373,3253,70440.52218533051,92691.22442929143,47369.013218567474,3199,1196,2003,107157.23663644888,196353.67892976588,53897.65351972042,2996,1935,1061,33759.97997329773,35833.85012919897,29977.75683317625,431,242,189,52895.591647331785,35000.0,75809.52380952382
75,Livingston & Wyoming Counties PUMA,494,483,11,65483.8056680162,66451.34575569358,23000.0,91,80,11,55527.47252747253,60000.0,23000.0,222,222,0,106405.4054054054,106405.4054054054,0.0,181,181,0,20298.342541436465,20298.342541436465,0.0
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,3448,1967,1481,50347.42749419954,48131.34722928317,53290.72923700202,745,288,457,65922.59060402685,66773.47222222222,65386.36761487965,1979,1157,822,52155.43203638201,50768.885047536736,54107.05596107056,724,522,202,29378.453038674033,32000.0,22603.960396039605
77,Westchester County (Southwest)--Yonkers City PUMA,11060,6223,4837,58293.72513562387,65867.17017515667,48550.175728757495,4827,2817,2010,70512.43008079553,73681.39865104722,66071.14427860697,4822,2772,2050,54525.881377021986,63621.89754689755,42226.29268292683,1411,634,777,29370.16300496102,40963.72239747634,19910.29601029601
78,Erie County (North Central) PUMA,116,116,0,26000.0,26000.0,0.0,0,0,0,#DIV/0!,0.0,0.0,116,116,0,26000.0,26000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
79,Saratoga County (South & Central) PUMA,1109,941,168,91787.19567177638,100675.87672688629,42000.0,468,468,0,77658.11965811966,77658.11965811966,0.0,641,473,168,102102.96411856475,123450.31712473572,42000.0,0,0,0,#DIV/0!,0.0,0.0
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,3918,1732,2186,69886.11536498214,41289.1454965358,92543.91582799634,682,123,559,74307.91788856305,85000.0,71955.27728085867,2945,1424,1521,73745.6027164686,40928.93258426966,104469.42800788955,291,185,106,20463.917525773195,15000.0,30000.0
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",4279,2122,2157,51184.0149567656,48238.64278982092,54081.59480760315,1547,480,1067,65578.53910795087,67856.25,64553.88940955951,2448,1499,949,45259.88562091503,42418.4122748499,49748.1559536354,284,143,141,23838.732394366198,43400.0,4000.0
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,426,168,258,33272.30046948357,46904.76190476191,24395.3488372093,0,0,0,#DIV/0!,0.0,0.0,374,116,258,30946.524064171124,45517.24137931035,24395.3488372093,52,52,0,50000.0,50000.0,0.0
83,Niagara County (North & East) PUMA,806,770,36,36591.06699751861,37137.66233766234,24900.0,218,218,0,12000.0,12000.0,0.0,388,352,36,49269.072164948455,51761.36363636364,24900.0,200,200,0,38800.0,38800.0,0.0
84,Monroe County (Central)--Rochester City (East) PUMA,3379,1684,1695,32950.51494525008,43100.95011876484,22865.952802359883,280,75,205,47187.5,99000.0,28231.70731707317,1916,683,1233,30090.0260960334,43362.957540263546,22737.704785077047,1183,926,257,34213.69399830938,38380.23758099352,19201.1673151751
85,Warren & Washington Counties PUMA,465,404,61,32419.78494623656,32483.168316831685,32000.0,0,0,0,#DIV/0!,0.0,0.0,465,404,61,32419.78494623656,32483.168316831685,32000.0,0,0,0,#DIV/0!,0.0,0.0
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,1647,1104,543,75454.1590771099,79338.76811594203,67556.1694290976,279,153,126,78727.59856630824,50000.0,113611.11111111111,1368,951,417,74786.54970760235,84058.88538380653,53640.287769784176,0,0,0,#DIV/0!,0.0,0.0
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,3741,2469,1272,43292.00748462978,41293.80315917375,47170.59748427673,1727,1137,590,59213.37579617834,58569.48109058927,60454.23728813559,1707,1203,504,26446.338605741064,26176.974231088945,27089.285714285714,307,129,178,47394.13680781759,30000.0,60000.0
88,Onondaga County (Central)--Syracuse City PUMA,1477,621,856,26917.11577522004,23057.29468599034,29717.28971962617,149,32,117,59205.906040268455,43140.0,63600.0,819,419,400,21053.968253968254,23623.866348448686,18362.0,509,170,339,26899.214145383103,17880.58823529412,31421.828908554573
89,Westchester County (Central)--White Plains City PUMA,5750,3525,2225,65334.00869565218,65743.41843971632,64685.393258426964,1932,918,1014,73753.67494824016,64342.1568627451,82274.1617357002,3818,2607,1211,61073.45468831849,66236.84311469122,49957.88604459125,0,0,0,#DIV/0!,0.0,0.0
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,3172,1445,1727,70780.0315258512,51777.55017301038,86679.6178343949,1628,748,880,104738.88206388206,69241.71122994652,134911.47727272726,1480,633,847,35195.67567567567,33358.609794628755,36568.59504132231,64,64,0,29840.0,29840.0,0.0
