,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,1662.0,898.0,764.0,1330.0,646.0,684.0,332.0,252.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,437.0,764.0,869.0,185.0,684.0,332.0,252.0,80.0,461.0,461.0,0.0,461.0,461.0,0.0,0.0,0.0,0.0
138,Putnam County PUMA,1002.0,167.0,835.0,643.0,61.0,582.0,359.0,106.0,253.0,329.0,61.0,268.0,76.0,61.0,15.0,253.0,0.0,253.0,673.0,106.0,567.0,567.0,0.0,567.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,6761.0,4670.0,2091.0,6314.0,4451.0,1863.0,447.0,219.0,228.0,1580.0,859.0,721.0,1352.0,859.0,493.0,228.0,0.0,228.0,4301.0,3176.0,1125.0,4210.0,3085.0,1125.0,91.0,91.0,0.0,880.0,635.0,245.0,752.0,507.0,245.0,128.0,128.0,0.0
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,782.0,289.0,493.0,0.0,0.0,0.0,782.0,289.0,493.0,493.0,0.0,493.0,0.0,0.0,0.0,493.0,0.0,493.0,289.0,289.0,0.0,0.0,0.0,0.0,289.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,190.0,68.0,122.0,0.0,0.0,0.0,190.0,68.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,68.0,122.0,0.0,0.0,0.0,190.0,68.0,122.0
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",12113.0,5576.0,6537.0,8321.0,4046.0,4275.0,3792.0,1530.0,2262.0,1220.0,404.0,816.0,1125.0,309.0,816.0,95.0,95.0,0.0,7813.0,3076.0,4737.0,4809.0,2334.0,2475.0,3004.0,742.0,2262.0,3080.0,2096.0,984.0,2387.0,1403.0,984.0,693.0,693.0,0.0
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,503.0,107.0,396.0,107.0,107.0,0.0,396.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,107.0,396.0,107.0,107.0,0.0,396.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,3474.0,1895.0,1579.0,2627.0,1609.0,1018.0,847.0,286.0,561.0,1487.0,620.0,867.0,1487.0,620.0,867.0,0.0,0.0,0.0,1781.0,1069.0,712.0,1140.0,989.0,151.0,641.0,80.0,561.0,206.0,206.0,0.0,0.0,0.0,0.0,206.0,206.0,0.0
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",393.0,77.0,316.0,323.0,77.0,246.0,70.0,0.0,70.0,77.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,316.0,0.0,316.0,246.0,0.0,246.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Capital Region,9976.0,4653.0,5323.0,6555.0,3149.0,3406.0,3421.0,1504.0,1917.0,1162.0,519.0,643.0,1022.0,379.0,643.0,140.0,140.0,0.0,7096.0,3345.0,3751.0,5052.0,2596.0,2456.0,2044.0,749.0,1295.0,1718.0,789.0,929.0,481.0,174.0,307.0,1237.0,615.0,622.0
147,Central NY,3434.0,1280.0,2154.0,2125.0,604.0,1521.0,1309.0,676.0,633.0,210.0,169.0,41.0,169.0,169.0,0.0,41.0,0.0,41.0,1935.0,718.0,1217.0,1227.0,435.0,792.0,708.0,283.0,425.0,1289.0,393.0,896.0,729.0,0.0,729.0,560.0,393.0,167.0
148,Finger Lakes,14156.0,7619.0,6537.0,9149.0,5776.0,3373.0,5007.0,1843.0,3164.0,1445.0,358.0,1087.0,1199.0,344.0,855.0,246.0,14.0,232.0,7544.0,3996.0,3548.0,5194.0,3103.0,2091.0,2350.0,893.0,1457.0,5167.0,3265.0,1902.0,2756.0,2329.0,427.0,2411.0,936.0,1475.0
149,Long Island,20721.0,9813.0,10908.0,14805.0,7548.0,7257.0,5916.0,2265.0,3651.0,3074.0,1273.0,1801.0,2581.0,1273.0,1308.0,493.0,0.0,493.0,14692.0,6631.0,8061.0,10109.0,4748.0,5361.0,4583.0,1883.0,2700.0,2955.0,1909.0,1046.0,2115.0,1527.0,588.0,840.0,382.0,458.0
150,Mid-Hudson,39264.0,17267.0,21997.0,33259.0,15272.0,17987.0,6005.0,1995.0,4010.0,7519.0,2325.0,5194.0,7234.0,2325.0,4909.0,285.0,0.0,285.0,25283.0,13008.0,12275.0,20504.0,11268.0,9236.0,4779.0,1740.0,3039.0,6462.0,1934.0,4528.0,5521.0,1679.0,3842.0,941.0,255.0,686.0
151,Mohawk Valley,6441.0,3133.0,3308.0,4485.0,2337.0,2148.0,1956.0,796.0,1160.0,876.0,142.0,734.0,680.0,142.0,538.0,196.0,0.0,196.0,3866.0,2055.0,1811.0,2675.0,1296.0,1379.0,1191.0,759.0,432.0,1699.0,936.0,763.0,1130.0,899.0,231.0,569.0,37.0,532.0
152,New York City,406545.0,192572.0,213973.0,316751.0,155959.0,160792.0,89794.0,36613.0,53181.0,93796.0,40799.0,52997.0,82906.0,35732.0,47174.0,10890.0,5067.0,5823.0,229957.0,108691.0,121266.0,177991.0,90012.0,87979.0,51966.0,18679.0,33287.0,82792.0,43082.0,39710.0,55854.0,30215.0,25639.0,26938.0,12867.0,14071.0
153,North Country,1537.0,862.0,675.0,1149.0,575.0,574.0,388.0,287.0,101.0,176.0,75.0,101.0,56.0,56.0,0.0,120.0,19.0,101.0,1361.0,787.0,574.0,1093.0,519.0,574.0,268.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Southern Tier,3815.0,1794.0,2021.0,2974.0,1163.0,1811.0,841.0,631.0,210.0,1270.0,661.0,609.0,1270.0,661.0,609.0,0.0,0.0,0.0,2021.0,1047.0,974.0,1266.0,502.0,764.0,755.0,545.0,210.0,524.0,86.0,438.0,438.0,0.0,438.0,86.0,86.0,0.0
155,Western NY,11260.0,5561.0,5699.0,7290.0,3973.0,3317.0,3970.0,1588.0,2382.0,587.0,222.0,365.0,338.0,222.0,116.0,249.0,0.0,249.0,7227.0,3351.0,3876.0,5237.0,2879.0,2358.0,1990.0,472.0,1518.0,3446.0,1988.0,1458.0,1715.0,872.0,843.0,1731.0,1116.0,615.0
