,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",11141,4909,6232,8557,3729,4828,2584,1180,1404,2618,1487,1131,2123,992,1131,495,495,0,5976,2285,3691,4266,1694,2572,1710,591,1119,2547,1137,1410,2168,1043,1125,379,94,285
34,Niagara County (North & East) PUMA,491,295,196,419,295,124,72,0,72,294,201,93,294,201,93,0,0,0,170,78,92,98,78,20,72,0,72,27,16,11,27,16,11,0,0,0
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,6261,3844,2417,5481,3064,2417,780,780,0,2310,1085,1225,2231,1006,1225,79,79,0,3294,2434,860,2593,1733,860,701,701,0,657,325,332,657,325,332,0,0,0
36,Suffolk County (East) PUMA,11330,5792,5538,8168,4456,3712,3162,1336,1826,1925,809,1116,1925,809,1116,0,0,0,7116,3543,3573,5102,3113,1989,2014,430,1584,2289,1440,849,1141,534,607,1148,906,242
37,Warren & Washington Counties PUMA,1529,623,906,1245,494,751,284,129,155,841,384,457,686,384,302,155,0,155,323,129,194,194,0,194,129,129,0,365,110,255,365,110,255,0,0,0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,30141,12906,17235,28019,11922,16097,2122,984,1138,21059,8342,12717,20046,7870,12176,1013,472,541,8490,4176,4314,7436,3664,3772,1054,512,542,592,388,204,537,388,149,55,0,55
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",7594,3546,4048,6212,2998,3214,1382,548,834,3586,1476,2110,2813,1227,1586,773,249,524,3220,1734,1486,3023,1595,1428,197,139,58,788,336,452,376,176,200,412,160,252
40,Westchester County (Central)--White Plains City PUMA,19015,10316,8699,17218,9010,8208,1797,1306,491,9595,4771,4824,9156,4595,4561,439,176,263,7511,4636,2875,6485,3838,2647,1026,798,228,1909,909,1000,1577,577,1000,332,332,0
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",16262,8170,8092,8865,4712,4153,7397,3458,3939,3894,1523,2371,2575,930,1645,1319,593,726,8406,4356,4050,5421,3192,2229,2985,1164,1821,3962,2291,1671,869,590,279,3093,1701,1392
42,Erie County (North Central) PUMA,5524,2556,2968,3869,1877,1992,1655,679,976,3868,1749,2119,3221,1459,1762,647,290,357,1194,560,634,561,331,230,633,229,404,462,247,215,87,87,0,375,160,215
43,Chautauqua County PUMA,860,462,398,646,407,239,214,55,159,419,180,239,419,180,239,0,0,0,227,227,0,227,227,0,0,0,0,214,55,159,0,0,0,214,55,159
44,Dutchess County (Southwest) PUMA,8522,3777,4745,6801,3033,3768,1721,744,977,3180,1399,1781,3131,1399,1732,49,0,49,4094,2176,1918,2718,1432,1286,1376,744,632,1248,202,1046,952,202,750,296,0,296
45,Westchester County (Southeast) PUMA,15651,9191,6460,12776,6703,6073,2875,2488,387,6726,3592,3134,5988,2973,3015,738,619,119,6979,4342,2637,5026,2657,2369,1953,1685,268,1946,1257,689,1762,1073,689,184,184,0
46,Rockland County (North)--New City & Congers PUMA,13369,7075,6294,12872,6976,5896,497,99,398,5839,3393,2446,5697,3393,2304,142,0,142,6752,3144,3608,6397,3045,3352,355,99,256,778,538,240,778,538,240,0,0,0
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,18652,9236,9416,16539,8432,8107,2113,804,1309,9032,4959,4073,8358,4784,3574,674,175,499,7630,3179,4451,6827,2684,4143,803,495,308,1990,1098,892,1354,964,390,636,134,502
48,Suffolk County (Southwest)--Islip Town (South) PUMA,4277,2688,1589,3410,2269,1141,867,419,448,2004,958,1046,1891,958,933,113,0,113,1952,1503,449,1425,1311,114,527,192,335,321,227,94,94,0,94,227,227,0
49,Erie County (West Central)--Buffalo City (East) PUMA,4242,2741,1501,1376,636,740,2866,2105,761,1784,1319,465,408,204,204,1376,1115,261,2458,1422,1036,968,432,536,1490,990,500,0,0,0,0,0,0,0,0,0
50,Wayne & Seneca Counties PUMA,721,180,541,647,106,541,74,74,0,284,160,124,230,106,124,54,54,0,437,20,417,417,0,417,20,20,0,0,0,0,0,0,0,0,0,0
51,Monroe County (South) PUMA,7813,3641,4172,6365,2810,3555,1448,831,617,4674,2298,2376,3811,1820,1991,863,478,385,2310,895,1415,1853,670,1183,457,225,232,829,448,381,701,320,381,128,128,0
52,Tompkins County PUMA,4065,1661,2404,3795,1568,2227,270,93,177,2382,935,1447,2160,890,1270,222,45,177,1635,678,957,1635,678,957,0,0,0,48,48,0,0,0,0,48,48,0
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,7167,3660,3507,4635,2246,2389,2532,1414,1118,1625,756,869,1373,756,617,252,0,252,2867,959,1908,2474,898,1576,393,61,332,2675,1945,730,788,592,196,1887,1353,534
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",774,214,560,626,157,469,148,57,91,332,97,235,263,97,166,69,0,69,420,117,303,363,60,303,57,57,0,22,0,22,0,0,0,22,0,22
55,NYC-Manhattan Community District 8--Upper East Side PUMA,24497,10450,14047,23493,10259,13234,1004,191,813,22227,9636,12591,21223,9445,11778,1004,191,813,2228,772,1456,2228,772,1456,0,0,0,42,42,0,42,42,0,0,0,0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",9899,4421,5478,9238,4014,5224,661,407,254,9275,4150,5125,8614,3743,4871,661,407,254,434,271,163,434,271,163,0,0,0,190,0,190,190,0,190,0,0,0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",33637,18630,15007,26806,16067,10739,6831,2563,4268,11195,5162,6033,10005,4731,5274,1190,431,759,18714,10490,8224,14583,9461,5122,4131,1029,3102,3728,2978,750,2218,1875,343,1510,1103,407
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,19342,9086,10256,16454,7584,8870,2888,1502,1386,7223,3621,3602,6536,3104,3432,687,517,170,10629,4601,6028,9160,3992,5168,1469,609,860,1490,864,626,758,488,270,732,376,356
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",12685,5167,7518,8896,3917,4979,3789,1250,2539,3396,1228,2168,2636,1019,1617,760,209,551,6915,2853,4062,4752,2181,2571,2163,672,1491,2374,1086,1288,1508,717,791,866,369,497
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,24117,12362,11755,21802,11631,10171,2315,731,1584,3510,1389,2121,3222,1275,1947,288,114,174,15108,8152,6956,14230,7762,6468,878,390,488,5499,2821,2678,4350,2594,1756,1149,227,922
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",14570,7398,7172,13174,6877,6297,1396,521,875,7154,2945,4209,6708,2861,3847,446,84,362,6718,4453,2265,6009,4016,1993,709,437,272,698,0,698,457,0,457,241,0,241
62,Saratoga County (South & Central) PUMA,2600,1457,1143,2467,1457,1010,133,0,133,1664,1090,574,1664,1090,574,0,0,0,690,325,365,557,325,232,133,0,133,246,42,204,246,42,204,0,0,0
63,Cattaraugus & Allegany Counties PUMA,389,205,184,305,155,150,84,50,34,303,205,98,253,155,98,50,50,0,68,0,68,52,0,52,16,0,16,18,0,18,0,0,0,18,0,18
64,Genesee & Orleans Counties PUMA,678,464,214,521,421,100,157,43,114,0,0,0,0,0,0,0,0,0,627,464,163,521,421,100,106,43,63,51,0,51,0,0,0,51,0,51
65,Cayuga & Onondaga (South) Counties PUMA,1606,719,887,984,347,637,622,372,250,507,295,212,424,212,212,83,83,0,927,378,549,522,122,400,405,256,149,172,46,126,38,13,25,134,33,101
66,Sullivan & Ulster (West) Counties PUMA,4444,2301,2143,3118,1747,1371,1326,554,772,966,437,529,589,391,198,377,46,331,2529,1181,1348,1629,722,907,900,459,441,949,683,266,900,634,266,49,49,0
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",18029,10422,7607,11170,7074,4096,6859,3348,3511,5082,2437,2645,3585,1682,1903,1497,755,742,11041,7216,3825,6635,5045,1590,4406,2171,2235,1906,769,1137,950,347,603,956,422,534
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,7681,4322,3359,7020,3955,3065,661,367,294,3440,1703,1737,3440,1703,1737,0,0,0,2941,1901,1040,2799,1828,971,142,73,69,1300,718,582,781,424,357,519,294,225
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,28112,14090,14022,23547,12585,10962,4565,1505,3060,13764,6589,7175,12417,5968,6449,1347,621,726,12442,6454,5988,9617,5768,3849,2825,686,2139,1906,1047,859,1513,849,664,393,198,195
70,Jefferson & Lewis Counties PUMA,2133,719,1414,1757,664,1093,376,55,321,716,355,361,716,355,361,0,0,0,1375,364,1011,1020,309,711,355,55,300,42,0,42,21,0,21,21,0,21
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,15027,7819,7208,14501,7619,6882,526,200,326,7241,3130,4111,7218,3107,4111,23,23,0,5766,3382,2384,5415,3286,2129,351,96,255,2020,1307,713,1868,1226,642,152,81,71
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,15985,8177,7808,13491,6889,6602,2494,1288,1206,2984,1359,1625,2984,1359,1625,0,0,0,9029,3851,5178,7333,2936,4397,1696,915,781,3972,2967,1005,3174,2594,580,798,373,425
73,Orange County (Northeast)--Greater Newburgh City PUMA,5960,3420,2540,5522,3146,2376,438,274,164,2173,754,1419,1899,480,1419,274,274,0,3201,2080,1121,3037,2080,957,164,0,164,586,586,0,586,586,0,0,0,0
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",13156,6992,6164,10604,5888,4716,2552,1104,1448,4572,1726,2846,3766,1548,2218,806,178,628,6408,3750,2658,5572,3370,2202,836,380,456,2176,1516,660,1266,970,296,910,546,364
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",17791,10141,7650,15573,9228,6345,2218,913,1305,5117,3008,2109,4620,2741,1879,497,267,230,9603,5270,4333,8825,4883,3942,778,387,391,3071,1863,1208,2128,1604,524,943,259,684
76,Erie County (Central) PUMA,4333,2395,1938,3098,1509,1589,1235,886,349,1270,825,445,1124,679,445,146,146,0,2976,1543,1433,1974,830,1144,1002,713,289,87,27,60,0,0,0,87,27,60
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",23179,10854,12325,18976,8865,10111,4203,1989,2214,11211,4578,6633,9998,4095,5903,1213,483,730,9671,5097,4574,7503,3929,3574,2168,1168,1000,2297,1179,1118,1475,841,634,822,338,484
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",30091,13031,17060,26582,10821,15761,3509,2210,1299,14664,5622,9042,13812,5038,8774,852,584,268,12953,6003,6950,10875,4723,6152,2078,1280,798,2474,1406,1068,1895,1060,835,579,346,233
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",13228,6632,6596,10797,5885,4912,2431,747,1684,5914,2766,3148,5483,2508,2975,431,258,173,5992,3224,2768,4529,3022,1507,1463,202,1261,1322,642,680,785,355,430,537,287,250
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,22472,9964,12508,17876,8064,9812,4596,1900,2696,2770,1147,1623,2109,895,1214,661,252,409,15598,6802,8796,13079,5906,7173,2519,896,1623,4104,2015,2089,2688,1263,1425,1416,752,664
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,3243,1412,1831,3101,1412,1689,142,0,142,1981,1053,928,1981,1053,928,0,0,0,1103,269,834,961,269,692,142,0,142,159,90,69,159,90,69,0,0,0
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",14034,7529,6505,13070,7144,5926,964,385,579,12105,6012,6093,11526,6012,5514,579,0,579,1869,1517,352,1484,1132,352,385,385,0,60,0,60,60,0,60,0,0,0
83,"Chenango, Delaware & Broome (East) Counties PUMA",1039,450,589,854,356,498,185,94,91,233,94,139,215,94,121,18,0,18,605,186,419,532,186,346,73,0,73,201,170,31,107,76,31,94,94,0
84,Orange County (Northwest) PUMA,7447,3257,4190,6778,2923,3855,669,334,335,1662,688,974,1662,688,974,0,0,0,5237,2367,2870,4668,2033,2635,569,334,235,548,202,346,448,202,246,100,0,100
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,14880,6889,7991,12151,5464,6687,2729,1425,1304,5276,2152,3124,4983,1859,3124,293,293,0,6087,3162,2925,4423,2333,2090,1664,829,835,3517,1575,1942,2745,1272,1473,772,303,469
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,8934,4178,4756,8066,3757,4309,868,421,447,5987,2808,3179,5734,2626,3108,253,182,71,2584,1007,1577,2208,1007,1201,376,0,376,363,363,0,124,124,0,239,239,0
87,Dutchess County (North & East) PUMA,3878,2207,1671,2832,1636,1196,1046,571,475,1672,609,1063,1176,422,754,496,187,309,951,661,290,951,661,290,0,0,0,1255,937,318,705,553,152,550,384,166
88,Putnam County PUMA,6009,2293,3716,5291,2135,3156,718,158,560,2349,833,1516,2111,833,1278,238,0,238,3122,1057,2065,2935,1057,1878,187,0,187,538,403,135,245,245,0,293,158,135
89,Albany County (Outside Albany City) PUMA,7770,3793,3977,7217,3403,3814,553,390,163,5266,2474,2792,4900,2271,2629,366,203,163,2266,1134,1132,2079,947,1132,187,187,0,238,185,53,238,185,53,0,0,0
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",6050,3308,2742,4647,2858,1789,1403,450,953,2185,1769,416,1924,1671,253,261,98,163,2954,1203,1751,2175,1072,1103,779,131,648,911,336,575,548,115,433,363,221,142
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,40756,22796,17960,30991,17901,13090,9765,4895,4870,13004,7506,5498,9178,5553,3625,3826,1953,1873,20595,10572,10023,16745,8621,8124,3850,1951,1899,7157,4718,2439,5068,3727,1341,2089,991,1098
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",13192,7203,5989,9217,4797,4420,3975,2406,1569,4789,2714,2075,4162,2302,1860,627,412,215,6628,3233,3395,3707,1582,2125,2921,1651,1270,1775,1256,519,1348,913,435,427,343,84
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,2590,1661,929,2361,1432,929,229,229,0,1441,987,454,1212,758,454,229,229,0,776,362,414,776,362,414,0,0,0,373,312,61,373,312,61,0,0,0
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,7682,3990,3692,6946,3702,3244,736,288,448,5461,2743,2718,5057,2646,2411,404,97,307,1575,601,974,1434,601,833,141,0,141,646,646,0,455,455,0,191,191,0
95,Oswego County PUMA,454,62,392,454,62,392,0,0,0,0,0,0,0,0,0,0,0,0,454,62,392,454,62,392,0,0,0,0,0,0,0,0,0,0,0,0
96,Rensselaer County--Troy City PUMA,4012,1913,2099,3517,1836,1681,495,77,418,3294,1747,1547,3010,1670,1340,284,77,207,584,166,418,507,166,341,77,0,77,134,0,134,0,0,0,134,0,134
97,Saratoga County (Outer) PUMA,1599,627,972,1599,627,972,0,0,0,841,573,268,841,573,268,0,0,0,758,54,704,758,54,704,0,0,0,0,0,0,0,0,0,0,0,0
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,1069,297,772,683,279,404,386,18,368,205,88,117,88,88,0,117,0,117,518,209,309,370,191,179,148,18,130,346,0,346,225,0,225,121,0,121
99,Monroe County (East) PUMA,3348,1594,1754,2883,1322,1561,465,272,193,1866,945,921,1518,673,845,348,272,76,1243,649,594,1126,649,477,117,0,117,239,0,239,239,0,239,0,0,0
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",25341,12985,12356,23906,12057,11849,1435,928,507,11207,5526,5681,11110,5465,5645,97,61,36,12585,6467,6118,11666,5985,5681,919,482,437,1549,992,557,1130,607,523,419,385,34
101,Erie County (South) PUMA,1654,1131,523,1654,1131,523,0,0,0,317,192,125,317,192,125,0,0,0,1337,939,398,1337,939,398,0,0,0,0,0,0,0,0,0,0,0,0
102,Monroe County (Central)--Greece & Gates Towns PUMA,2312,1026,1286,1745,972,773,567,54,513,1650,586,1064,1137,586,551,513,0,513,551,329,222,497,275,222,54,54,0,111,111,0,111,111,0,0,0,0
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,23609,11812,11797,21361,11402,9959,2248,410,1838,19614,8960,10654,18292,8914,9378,1322,46,1276,3214,2182,1032,2399,1818,581,815,364,451,781,670,111,670,670,0,111,0,111
104,NYC-Manhattan Community District 11--East Harlem PUMA,13039,6270,6769,8870,4163,4707,4169,2107,2062,5753,2284,3469,4751,1729,3022,1002,555,447,4956,2327,2629,3309,1826,1483,1647,501,1146,2330,1659,671,810,608,202,1520,1051,469
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",41257,18192,23065,30181,13388,16793,11076,4804,6272,14681,5987,8694,12843,5239,7604,1838,748,1090,20959,9128,11831,14026,6083,7943,6933,3045,3888,5617,3077,2540,3312,2066,1246,2305,1011,1294
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,15799,7070,8729,12537,5699,6838,3262,1371,1891,8414,3367,5047,7391,2840,4551,1023,527,496,5341,2772,2569,3646,2236,1410,1695,536,1159,2044,931,1113,1500,623,877,544,308,236
107,Onondaga County (North) PUMA,3403,1826,1577,2978,1715,1263,425,111,314,1277,816,461,1277,816,461,0,0,0,1474,665,809,1049,554,495,425,111,314,652,345,307,652,345,307,0,0,0
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,18541,8591,9950,13715,6368,7347,4826,2223,2603,6966,2770,4196,6003,2359,3644,963,411,552,8652,4441,4211,5711,3240,2471,2941,1201,1740,2923,1380,1543,2001,769,1232,922,611,311
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",7005,2714,4291,5829,1717,4112,1176,997,179,2210,908,1302,1792,490,1302,418,418,0,4300,1575,2725,3773,1227,2546,527,348,179,495,231,264,264,0,264,231,231,0
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,17492,7496,9996,14163,6080,8083,3329,1416,1913,10336,4294,6042,9504,3930,5574,832,364,468,5084,2203,2881,3426,1441,1985,1658,762,896,2072,999,1073,1233,709,524,839,290,549
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",19605,8191,11414,12859,5421,7438,6746,2770,3976,4241,1549,2692,3717,1424,2293,524,125,399,11609,4870,6739,7402,3226,4176,4207,1644,2563,3755,1772,1983,1740,771,969,2015,1001,1014
112,Erie County (Northeast) PUMA,1246,429,817,1246,429,817,0,0,0,943,296,647,943,296,647,0,0,0,303,133,170,303,133,170,0,0,0,0,0,0,0,0,0,0,0,0
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,8098,4619,3479,5692,3026,2666,2406,1593,813,3733,2112,1621,2907,1652,1255,826,460,366,2906,1718,1188,2016,828,1188,890,890,0,1459,789,670,769,546,223,690,243,447
