,puma,Total_geo,Total_geo_m,Total_geo_f,Total_FT_mf_t,Total_FT_m,Total_FT_f,Total_PT_mf_t,Total_PT_m,Total_PT_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_FT_mf_t,BABS_FT_m,BABS_FT_f,BABS_PT_mf_t,BABS_PT_m,BABS_PT_f,Total_HS,Total_HS_m,Total_HS_f,HS_FT_mf_t,HS_FT_m,HS_FT_f,HS_PT_mf_t,HS_PT_m,HS_PT_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_FT_mf_t,HSINC_FT_m,HSINC_FT_f,HSINC_PT_mf_t,HSINC_PT_m,HSINC_PT_f
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,15806,8163,7643,13366,7005,6361,2440,1158,1282,6195,3121,3074,5304,2543,2761,891,578,313,8539,4343,4196,7258,3839,3419,1281,504,777,1072,699,373,804,623,181,268,76,192
104,Erie County (West Central)--Buffalo City (East) PUMA,3543,2585,958,2626,1868,758,917,717,200,1584,1253,331,1081,877,204,503,376,127,1959,1332,627,1545,991,554,414,341,73,0,0,0,0,0,0,0,0,0
105,Genesee & Orleans Counties PUMA,464,464,0,464,464,0,0,0,0,0,0,0,0,0,0,0,0,0,464,464,0,464,464,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",18292,9788,8504,15928,8621,7307,2364,1167,1197,8632,3810,4822,7524,3330,4194,1108,480,628,7809,4863,2946,6650,4176,2474,1159,687,472,1851,1115,736,1754,1115,639,97,0,97
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",691,559,132,664,559,105,27,0,27,243,175,68,222,175,47,21,0,21,6,0,6,0,0,0,6,0,6,442,384,58,442,384,58,0,0,0
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,4932,2552,2380,4482,2308,2174,450,244,206,1861,532,1329,1732,532,1200,129,0,129,2710,1736,974,2466,1492,974,244,244,0,361,284,77,284,284,0,77,0,77
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",19544,11310,8234,15951,9529,6422,3593,1781,1812,5997,3481,2516,5557,3349,2208,440,132,308,10572,5764,4808,8047,4647,3400,2525,1117,1408,2975,2065,910,2347,1533,814,628,532,96
110,Suffolk County (East) PUMA,9786,5372,4414,7785,4726,3059,2001,646,1355,1747,777,970,1440,702,738,307,75,232,6106,3394,2712,4624,2823,1801,1482,571,911,1933,1201,732,1721,1201,520,212,0,212
111,Orange County (Northwest) PUMA,6564,3055,3509,4866,2759,2107,1698,296,1402,1468,688,780,1393,688,705,75,0,75,4965,2367,2598,3409,2071,1338,1556,296,1260,131,0,131,64,0,64,67,0,67
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,4446,2332,2114,2516,1668,848,1930,664,1266,2591,1602,989,1248,999,249,1343,603,740,1317,422,895,854,361,493,463,61,402,538,308,230,414,308,106,124,0,124
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",9780,5933,3847,7582,4735,2847,2198,1198,1000,3499,1527,1972,3163,1500,1663,336,27,309,4389,3013,1376,2889,2106,783,1500,907,593,1892,1393,499,1530,1129,401,362,264,98
114,Suffolk County (Northwest)--Smithtown Town PUMA,3810,1863,1947,2550,1370,1180,1260,493,767,2440,1138,1302,1674,894,780,766,244,522,1174,595,579,746,346,400,428,249,179,196,130,66,130,130,0,66,0,66
115,Ulster County (East) PUMA,3153,781,2372,2145,781,1364,1008,0,1008,1474,391,1083,801,391,410,673,0,673,1286,307,979,1261,307,954,25,0,25,393,83,310,83,83,0,310,0,310
116,Westchester County (Northeast) PUMA,7195,4199,2996,5470,4046,1424,1725,153,1572,2972,1851,1121,2706,1698,1008,266,153,113,2532,1546,986,1822,1546,276,710,0,710,1691,802,889,942,802,140,749,0,749
117,NYC-Brooklyn Community District 4--Bushwick PUMA,9928,4966,4962,7850,4517,3333,2078,449,1629,2972,1461,1511,2053,1012,1041,919,449,470,5400,2644,2756,4565,2644,1921,835,0,835,1556,861,695,1232,861,371,324,0,324
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,7163,3565,3598,5627,2944,2683,1536,621,915,4299,2256,2043,3286,1766,1520,1013,490,523,2611,1309,1302,2088,1178,910,523,131,392,253,0,253,253,0,253,0,0,0
119,Dutchess County (North & East) PUMA,3270,1934,1336,2625,1803,822,645,131,514,1399,434,965,917,303,614,482,131,351,951,661,290,869,661,208,82,0,82,920,839,81,839,839,0,81,0,81
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,13967,7325,6642,12593,7114,5479,1374,211,1163,2713,1250,1463,2604,1141,1463,109,109,0,7984,3343,4641,6899,3241,3658,1085,102,983,3270,2732,538,3090,2732,358,180,0,180
121,Broome (Outer West) & Tioga Counties PUMA,531,230,301,334,230,104,197,0,197,260,49,211,153,49,104,107,0,107,234,144,90,144,144,0,90,0,90,37,37,0,37,37,0,0,0,0
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",5162,2155,3007,3801,1766,2035,1361,389,972,1602,476,1126,1440,370,1070,162,106,56,3329,1448,1881,2130,1165,965,1199,283,916,231,231,0,231,231,0,0,0,0
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",8763,4137,4626,8093,4088,4005,670,49,621,1771,888,883,1722,839,883,49,49,0,5928,2946,2982,5307,2946,2361,621,0,621,1064,303,761,1064,303,761,0,0,0
124,Orange County (Northeast)--Greater Newburgh City PUMA,5089,2947,2142,4514,2704,1810,575,243,332,1852,567,1285,1769,567,1202,83,0,83,2937,2080,857,2445,1837,608,492,243,249,300,300,0,300,300,0,0,0,0
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",8840,4014,4826,8136,4014,4122,704,0,704,8444,3743,4701,7740,3743,3997,704,0,704,396,271,125,396,271,125,0,0,0,0,0,0,0,0,0,0,0,0
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,26449,12323,14126,23995,11518,12477,2454,805,1649,18856,8123,10733,17593,7855,9738,1263,268,995,7150,3812,3338,6147,3463,2684,1003,349,654,443,388,55,255,200,55,188,188,0
127,Onondaga County (North) PUMA,2914,1727,1187,2447,1593,854,467,134,333,1060,816,244,1013,816,197,47,0,47,1301,665,636,1003,531,472,298,134,164,553,246,307,431,246,185,122,0,122
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,7299,3996,3303,6522,3869,2653,777,127,650,5123,2626,2497,4784,2499,2285,339,127,212,1813,1007,806,1375,1007,368,438,0,438,363,363,0,363,363,0,0,0,0
129,Monroe County (North & West) PUMA,282,196,86,282,196,86,0,0,0,0,0,0,0,0,0,0,0,0,139,53,86,139,53,86,0,0,0,143,143,0,143,143,0,0,0,0
130,Sullivan & Ulster (West) Counties PUMA,3589,2019,1570,3037,1702,1335,552,317,235,966,437,529,966,437,529,0,0,0,1940,899,1041,1522,716,806,418,183,235,683,683,0,549,549,0,134,134,0
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,6107,3240,2867,5535,3070,2465,572,170,402,1787,800,987,1787,800,987,0,0,0,3520,1703,1817,3011,1533,1478,509,170,339,800,737,63,737,737,0,63,0,63
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,4480,2388,2092,3041,2007,1034,1439,381,1058,1618,668,950,942,483,459,676,185,491,2102,1415,687,1794,1219,575,308,196,112,760,305,455,305,305,0,455,0,455
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",15537,9425,6112,12811,8581,4230,2726,844,1882,4488,2758,1730,4059,2758,1301,429,0,429,8328,4804,3524,6719,4321,2398,1609,483,1126,2721,1863,858,2033,1502,531,688,361,327
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",22045,11676,10369,18442,9954,8488,3603,1722,1881,10343,5318,5025,8648,4554,4094,1695,764,931,10631,5524,5107,8854,4663,4191,1777,861,916,1071,834,237,940,737,203,131,97,34
135,Monroe County (Central)--Rochester City (West) PUMA,2860,2049,811,1597,1256,341,1263,793,470,1115,855,260,655,395,260,460,460,0,1519,968,551,716,635,81,803,333,470,226,226,0,226,226,0,0,0,0
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,13340,7368,5972,10488,6247,4241,2852,1121,1731,5574,2642,2932,4618,2144,2474,956,498,458,5950,3435,2515,4439,3044,1395,1511,391,1120,1816,1291,525,1431,1059,372,385,232,153
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,21492,11785,9707,19210,10620,8590,2282,1165,1117,2875,1389,1486,2568,1167,1401,307,222,85,13963,7768,6195,12418,6894,5524,1545,874,671,4654,2628,2026,4224,2559,1665,430,69,361
138,Putnam County PUMA,4461,2194,2267,4164,2111,2053,297,83,214,1945,734,1211,1816,734,1082,129,0,129,2079,1057,1022,1911,974,937,168,83,85,437,403,34,437,403,34,0,0,0
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,30426,17656,12770,26980,16682,10298,3446,974,2472,12546,6677,5869,11431,6292,5139,1115,385,730,13811,8608,5203,11939,8019,3920,1872,589,1283,4069,2371,1698,3610,2371,1239,459,0,459
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,3780,2025,1755,3262,1859,1403,518,166,352,2597,1471,1126,2386,1372,1014,211,99,112,1096,467,629,789,400,389,307,67,240,87,87,0,87,87,0,0,0,0
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,6755,3521,3234,6172,3415,2757,583,106,477,5146,2646,2500,4669,2646,2023,477,0,477,1154,420,734,1048,314,734,106,106,0,455,455,0,455,455,0,0,0,0
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",15542,6615,8927,11443,5064,6379,4099,1551,2548,3977,1424,2553,3712,1159,2553,265,265,0,9497,4121,5376,6306,3148,3158,3191,973,2218,2068,1070,998,1425,757,668,643,313,330
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,7639,3623,4016,6973,3490,3483,666,133,533,4764,2029,2735,4402,1988,2414,362,41,321,2309,1264,1045,2005,1172,833,304,92,212,566,330,236,566,330,236,0,0,0
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,14528,8185,6343,13037,7816,5221,1491,369,1122,5795,2502,3293,5213,2367,2846,582,135,447,6361,4303,2058,5452,4069,1383,909,234,675,2372,1380,992,2372,1380,992,0,0,0
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",8418,4002,4416,6803,3391,3412,1615,611,1004,2078,992,1086,1780,822,958,298,170,128,4215,1916,2299,3597,1850,1747,618,66,552,2125,1094,1031,1426,719,707,699,375,324
146,Capital Region,23359,12812,10547,20734,12075,8659,2625,737,1888,14120,8058,6062,12518,7584,4934,1602,474,1128,8196,4102,4094,7251,3917,3334,945,185,760,1043,652,391,965,574,391,78,78,0
147,Central NY,11811,5940,5871,9426,5319,4107,2385,621,1764,6091,3356,2735,5558,3177,2381,533,179,354,4662,2079,2583,3110,1693,1417,1552,386,1166,1058,505,553,758,449,309,300,56,244
148,Finger Lakes,18434,10224,8210,14602,8840,5762,3832,1384,2448,10634,6029,4605,9001,5208,3793,1633,821,812,5945,3317,2628,4164,2754,1410,1781,563,1218,1855,878,977,1437,878,559,418,0,418
149,Long Island,200462,110781,89681,174010,103379,70631,26452,7402,19050,86411,43088,43323,76827,40913,35914,9584,2175,7409,87123,50025,37098,73909,45554,28355,13214,4471,8743,26928,17668,9260,23274,16912,6362,3654,756,2898
150,Mid-Hudson,150935,81244,69691,122851,73977,48874,28084,7267,20817,58881,30293,28588,50386,28386,22000,8495,1907,6588,72160,38623,33537,57069,34356,22713,15091,4267,10824,19894,12328,7566,15396,11235,4161,4498,1093,3405
151,Mohawk Valley,6510,3499,3011,5373,3144,2229,1137,355,782,1985,1191,794,1810,1100,710,175,91,84,3557,1809,1748,2934,1690,1244,623,119,504,968,499,469,629,354,275,339,145,194
152,New York City,907732,489705,418027,754049,432155,321894,153683,57550,96133,417191,201326,215865,361906,181380,180526,55285,19946,35339,391679,225314,166365,315872,197877,117995,75807,27437,48370,98862,63065,35797,76271,52898,23373,22591,10167,12424
153,North Country,4101,1894,2207,2899,1326,1573,1202,568,634,2467,1280,1187,1947,826,1121,520,454,66,1479,614,865,851,500,351,628,114,514,155,0,155,101,0,101,54,0,54
154,Southern Tier,11685,5592,6093,8366,4604,3762,3319,988,2331,6170,3181,2989,4034,2456,1578,2136,725,1411,3988,1571,2417,2964,1343,1621,1024,228,796,1527,840,687,1368,805,563,159,35,124
155,Western NY,21255,12698,8557,16389,10157,6232,4866,2541,2325,10164,6300,3864,8453,5186,3267,1711,1114,597,8543,5135,3408,6295,4456,1839,2248,679,1569,2548,1263,1285,1641,515,1126,907,748,159
