,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
0,Total Geo,1625340.0,806734.0,818606.0,733761.0,348156.0,385605.0,891579.0,458578.0,433001.0,706080.0,327735.0,378345.0,360909.0,161283.0,199626.0,345171.0,166452.0,178719.0,717259.0,367006.0,350253.0,299228.0,145845.0,153383.0,418031.0,221161.0,196870.0,202001.0,111993.0,90008.0,73624.0,41028.0,32596.0,128377.0,70965.0,57412.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",21496.0,11225.0,10271.0,4695.0,1786.0,2909.0,16801.0,9439.0,7362.0,10092.0,4401.0,5691.0,2423.0,1105.0,1318.0,7669.0,3296.0,4373.0,10144.0,5972.0,4172.0,2272.0,681.0,1591.0,7872.0,5291.0,2581.0,1260.0,852.0,408.0,0.0,0.0,0.0,1260.0,852.0,408.0
2,Ulster County (East) PUMA,3221.0,884.0,2337.0,1388.0,199.0,1189.0,1833.0,685.0,1148.0,1355.0,391.0,964.0,948.0,96.0,852.0,407.0,295.0,112.0,1473.0,410.0,1063.0,440.0,103.0,337.0,1033.0,307.0,726.0,393.0,83.0,310.0,0.0,0.0,0.0,393.0,83.0,310.0
3,Albany County (East Central)--Albany City PUMA,6217.0,2795.0,3422.0,1240.0,733.0,507.0,4977.0,2062.0,2915.0,2601.0,1037.0,1564.0,608.0,362.0,246.0,1993.0,675.0,1318.0,3118.0,1424.0,1694.0,545.0,284.0,261.0,2573.0,1140.0,1433.0,498.0,334.0,164.0,87.0,87.0,0.0,411.0,247.0,164.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1759.0,535.0,1224.0,1032.0,358.0,674.0,727.0,177.0,550.0,1129.0,371.0,758.0,868.0,194.0,674.0,261.0,177.0,84.0,231.0,164.0,67.0,164.0,164.0,0.0,67.0,0.0,67.0,399.0,0.0,399.0,0.0,0.0,0.0,399.0,0.0,399.0
5,Ontario & Yates Counties PUMA,1927.0,1014.0,913.0,1490.0,819.0,671.0,437.0,195.0,242.0,1613.0,1014.0,599.0,1227.0,819.0,408.0,386.0,195.0,191.0,314.0,0.0,314.0,263.0,0.0,263.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,5360.0,2714.0,2646.0,4473.0,2168.0,2305.0,887.0,546.0,341.0,3381.0,2283.0,1098.0,2752.0,1862.0,890.0,629.0,421.0,208.0,1714.0,431.0,1283.0,1456.0,306.0,1150.0,258.0,125.0,133.0,265.0,0.0,265.0,265.0,0.0,265.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,21695.0,10502.0,11193.0,9554.0,5036.0,4518.0,12141.0,5466.0,6675.0,8580.0,4017.0,4563.0,5284.0,2811.0,2473.0,3296.0,1206.0,2090.0,10428.0,4598.0,5830.0,3180.0,1407.0,1773.0,7248.0,3191.0,4057.0,2687.0,1887.0,800.0,1090.0,818.0,272.0,1597.0,1069.0,528.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1770.0,548.0,1222.0,1524.0,429.0,1095.0,246.0,119.0,127.0,857.0,232.0,625.0,777.0,172.0,605.0,80.0,60.0,20.0,731.0,285.0,446.0,622.0,226.0,396.0,109.0,59.0,50.0,182.0,31.0,151.0,125.0,31.0,94.0,57.0,0.0,57.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,7935.0,3831.0,4104.0,4796.0,2147.0,2649.0,3139.0,1684.0,1455.0,1630.0,714.0,916.0,1297.0,381.0,916.0,333.0,333.0,0.0,4825.0,2480.0,2345.0,2521.0,1290.0,1231.0,2304.0,1190.0,1114.0,1480.0,637.0,843.0,978.0,476.0,502.0,502.0,161.0,341.0
