,puma,BABS_Home_Ownership_Total,BABS_Home_Ownership_M,BABS_Home_Ownership_F,HS_Home_Ownership_Total,HS_Home_Ownership_M,HS_Home_Ownership_F,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
0,Total Geo,51.265882870233895,50.42453496841808,51.981433881317386,53.11396438495362,50.03802904248722,56.66792850769272,54.8537699669857,50.01812031891761,60.81453354180627
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,#DIV/0!
2,"Chenango, Delaware & Broome (East) Counties PUMA",100.0,100.0,100.0,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
3,Cayuga & Onondaga (South) Counties PUMA,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,#DIV/0!,0.0,28.971962616822427,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",61.60310277957337,47.93713163064833,68.30443159922929,90.9131803868646,89.76377952755905,92.44491080797481,100.0,100.0,100.0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",53.59409847315148,56.02489995553579,52.06703910614525,35.005615874204416,40.61071493874566,29.12751677852349,58.5040071237756,65.15912897822446,50.950570342205324
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",100.0,#DIV/0!,100.0,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
8,Erie County (Northwest) PUMA,40.46692607003891,40.46692607003891,#DIV/0!,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,37.82894736842105,48.056904927133935,29.411764705882355,65.28436018957346,65.28436018957346,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",11.061407076047173,21.54963680387409,5.7562767911818735,0.0,0.0,0.0,52.63157894736842,0.0,100.0
11,Saratoga County (South & Central) PUMA,74.75915221579962,100.0,65.52631578947368,20.212765957446805,0.0,31.666666666666664,#DIV/0!,#DIV/0!,#DIV/0!
