,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,85.68857512757842,90.00621897844479,81.46028681742968,83.56221000506882,90.98356337582973,72.78949280211062,80.28327549010412,87.57162346521146,64.24497148003603
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,100.0,100.0,100.0,93.98194583751254,100.0,90.08264462809917,100.0,100.0,#DIV/0!
2,"Chenango, Delaware & Broome (East) Counties PUMA",100.0,100.0,100.0,84.26966292134831,93.38624338624338,76.12293144208037,#DIV/0!,#DIV/0!,#DIV/0!
3,Cayuga & Onondaga (South) Counties PUMA,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,#DIV/0!,0.0,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",86.63366336633663,100.0,80.80568720379146,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",81.11343340300209,88.58248669569424,76.28285356695869,87.10059171597632,90.04141195030566,83.57007575757575,94.76584022038568,100.0,88.88888888888889
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",100.0,#DIV/0!,100.0,37.9746835443038,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
8,Erie County (Northwest) PUMA,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,90.90752540037886,88.25770696224454,93.52739726027397,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",73.6682949523145,79.9636803874092,69.73932754061202,100.0,100.0,100.0,100.0,100.0,100.0
11,Saratoga County (South & Central) PUMA,90.36608863198458,100.0,86.8421052631579,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,87.41610738255034,100.0,73.59154929577466,100.0,100.0,#DIV/0!,100.0,#DIV/0!,100.0
13,Columbia & Greene Counties PUMA,78.83895131086143,86.77685950413223,61.98830409356725,32.94117647058823,0.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,100.0,100.0,100.0,91.07468123861567,91.42321093540605,90.0,40.903823870220165,68.4108527131783,0.0
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,88.32391713747646,100.0,80.53375196232338,64.07766990291263,100.0,50.061349693251536,#DIV/0!,#DIV/0!,#DIV/0!
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,94.17989417989418,95.93862815884476,90.89376053962901,77.79578606158833,93.07479224376732,56.25,66.88102893890675,66.88102893890675,#DIV/0!
17,Putnam County PUMA,100.0,100.0,100.0,64.7875816993464,59.51859956236324,67.92698826597132,100.0,100.0,#DIV/0!
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,90.54054054054053,92.40641711229947,88.46611177170035,82.20806794055203,95.54655870445345,59.56471935853379,78.18627450980392,100.0,0.0
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,87.6068376068376,100.0,81.22977346278317,53.15217391304348,60.89663760896637,0.0,100.0,100.0,#DIV/0!
20,Rockland County (North)--New City & Congers PUMA,73.21937321937322,67.01754385964912,100.0,63.47402597402597,100.0,54.63709677419355,#DIV/0!,#DIV/0!,#DIV/0!
21,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",28.776978417266186,#DIV/0!,28.776978417266186,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,Orange County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,100.0,100.0,#DIV/0!,100.0,100.0,#DIV/0!
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,84.41654357459379,91.45077720207254,79.16129032258064,65.68265682656826,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
24,Dutchess County (Southwest) PUMA,80.5020920502092,60.70826306913997,100.0,66.99029126213593,100.0,49.629629629629626,74.0909090909091,100.0,0.0
25,Westchester County (Northwest) PUMA,93.7227550130776,100.0,85.2760736196319,76.58045977011494,89.22305764411027,59.59595959595959,0.0,#DIV/0!,0.0
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,100.0,100.0,100.0,100.0,100.0,100.0,69.95305164319248,#DIV/0!,69.95305164319248
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,84.51676528599606,84.9213691026827,84.05491024287223,96.58990256864482,100.0,87.91208791208791,100.0,100.0,#DIV/0!
28,Saratoga County (Outer) PUMA,79.24528301886792,100.0,71.52103559870551,100.0,100.0,#DIV/0!,100.0,100.0,#DIV/0!
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,67.50405186385737,66.56671664167916,68.60670194003528,89.46224877783813,90.1010101010101,88.71915393654524,100.0,100.0,#DIV/0!
