,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,271870,158626,113244,86542.59595394858,97178.9984743989,71643.70518526368,147596,76706,70890,111789.63462424456,134047.0808280969,87706.1296374665,107156,69082,38074,57278.47773339804,64926.932341275584,43401.014340494825,17118,12838,4280,52044.63663979437,50445.40348964013,56841.588785046726
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1348,627,721,95494.80712166172,161444.97607655503,38142.857142857145,344,168,176,221970.93023255814,425964.28571428574,27250.0,937,392,545,54459.978655282815,72255.10204081633,41660.550458715596,67,67,0,20000.0,20000.0,0.0
2,"Chenango, Delaware & Broome (East) Counties PUMA",884,516,368,48842.8834841629,51583.54457364341,45000.0,209,163,46,62005.30622009569,66804.34969325154,45000.0,675,353,322,44767.40740740741,44555.240793201134,45000.0,0,0,0,#DIV/0!,0.0,0.0
3,Cayuga & Onondaga (South) Counties PUMA,166,0,166,85000.0,0.0,85000.0,166,0,166,85000.0,0.0,85000.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,198,93,105,58787.878787878784,80000.0,40000.0,0,0,0,#DIV/0!,0.0,0.0,198,93,105,58787.878787878784,80000.0,40000.0,0,0,0,#DIV/0!,0.0,0.0
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",2884,1610,1274,56167.33703190014,62998.757763975154,47534.22291993721,1050,368,682,67070.47619047618,76391.30434782608,62041.05571847507,1834,1242,592,49925.08178844057,59030.595813204505,30821.95945945946,0,0,0,#DIV/0!,0.0,0.0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",13053,6781,6272,57043.66122730407,64962.51437841026,48482.15880102041,4269,1831,2438,61499.955493089714,65442.05898416166,58539.33552091879,8096,4566,3530,54634.757905138336,63468.418747262374,43208.555240793205,688,384,304,57739.24418604651,80441.66666666667,29062.5
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",115,30,85,106347.82608695653,62000.0,122000.0,85,0,85,122000.0,0.0,122000.0,30,30,0,62000.0,62000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
8,Erie County (Northwest) PUMA,257,257,0,39163.42412451362,39163.42412451362,0.0,257,257,0,39163.42412451362,39163.42412451362,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,6123,3392,2731,228360.41482933203,294259.67570754717,146511.16807030392,5279,2548,2731,248134.2716423565,357056.05180533754,146511.16807030392,844,844,0,104680.09478672985,104680.09478672985,0.0,0,0,0,#DIV/0!,0.0,0.0
