,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
0,Total Geo,262040,151339,110701,246188,140753,105435,15852,10586,5266,159660,83758,75902,152567,79853,72714,7093,3905,3188,90400,58681,31719,83034,53275,29759,7366,5406,1960,11980,8900,3080,10587,7625,2962,1393,1275,118
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",3198,1094,2104,2914,1094,1820,284,0,284,2359,801,1558,2136,801,1335,223,0,223,839,293,546,778,293,485,61,0,61,0,0,0,0,0,0,0,0,0
2,Ulster County (East) PUMA,399,99,300,399,99,300,0,0,0,234,99,135,234,99,135,0,0,0,165,0,165,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0
3,Albany County (East Central)--Albany City PUMA,868,436,432,868,436,432,0,0,0,468,348,120,468,348,120,0,0,0,400,88,312,400,88,312,0,0,0,0,0,0,0,0,0,0,0,0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,161,161,0,161,161,0,0,0,0,161,161,0,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Ontario & Yates Counties PUMA,793,646,147,793,646,147,0,0,0,793,646,147,793,646,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,2250,1671,579,2250,1671,579,0,0,0,1416,1285,131,1416,1285,131,0,0,0,834,386,448,834,386,448,0,0,0,0,0,0,0,0,0,0,0,0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,2365,1821,544,2365,1821,544,0,0,0,749,576,173,749,576,173,0,0,0,1154,783,371,1154,783,371,0,0,0,462,462,0,462,462,0,0,0,0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1041,334,707,969,262,707,72,72,0,680,122,558,680,122,558,0,0,0,361,212,149,289,140,149,72,72,0,0,0,0,0,0,0,0,0,0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,2421,1322,1099,1966,938,1028,455,384,71,365,256,109,292,183,109,73,73,0,2056,1066,990,1674,755,919,382,311,71,0,0,0,0,0,0,0,0,0
