,puma,Unemployment_HSINC_score,FT_Work_HSINC_score,Poverty_HSINC_score,Working_Poor_HSINC_score,Rent_Burden_HSINC_score,Home_Ownership_HSINC_score,Income_level_HSINC_score,Overall_HSINC_score,Unemployment_HSINC_grade,FT_Work_HSINC_grade,Poverty_HSINC_grade,Working_Poor_HSINC_grade,Rent_Burden_HSINC_grade,Home_Ownership_HSINC_grade,Income_level_HSINC_grade,Overall_HSINC_grade
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,-0.07514045144182659,0.04634752430183613,-0.6601704649812025,-0.8092231945084962,-0.37384746778557065,-0.9733188244566336,-0.8284580559561879,-0.5248301335468688,C,C,C-,D,C-,D,D,C-
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,-0.7445328391739333,-0.8753781055300428,-0.41201632571973346,0.391628985461725,0.16523144034613116,0.0777943876839652,0.5712429681714353,-0.1180042126800647,C-,D,C-,B-,C,C,B-,C
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.028489598831701997,-0.2379686696162895,-0.4847936206238833,-0.471885484130596,-0.04527936293793875,-0.6002024477771056,-0.19567956654236843,-0.2867599361137828,C,C,C-,C-,C,C-,C,C-
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.5141138586131448,-0.7985224210356396,0.10251962124703101,-1.7305793299116308,1.2234638671814102,-0.9958401309726471,-0.47750856028120886,-0.3089075850227915,B-,D,C,D-,B,D,C-,C-
110,Suffolk County (Southwest)--Islip Town (South) PUMA,0.5141138586131448,1.0103303563518595,-0.34574221326758664,-0.9105116057356879,-1.9579844973871716,0.3596284987168486,-0.6026409699267656,-0.2761152246621941,B-,B,C-,D,E,B-,C-,C-
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,1.2234638671814102,-0.5307673166803567,0.052344516289584524,0.6645469949922818,B-,B,A-,B,B,C-,C,B-
112,Ulster County (East) PUMA,0.5141138586131448,0.2598832635033441,0.9120323679191868,0.960836291769571,1.2234638671814102,-0.526678414339582,-0.3331685992789189,0.43006894790973665,B-,B-,B,B,B,C-,C-,B-
113,NYC-Manhattan Community District 10--Central Harlem PUMA,-2.6029297748727545,-0.6072824254034594,-0.5896789393072919,-0.17333979172303968,0.4437624456176816,-0.9958401309726471,0.2635081136181367,-0.6088286432919104,E,C-,C-,C,B-,D,B-,C-
114,NYC-Brooklyn Community District 4--Bushwick PUMA,0.5141138586131448,0.14065209493296585,-0.5409514516814987,-0.27333469681291866,-0.08384396142111253,-0.646423873747056,-0.7536543731862619,-0.23477748618610533,B-,C,C-,C-,C,C-,D,C
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",-0.044530682571733426,-0.3398113487136123,0.7020907436299689,0.16503421375725164,0.5261437872740964,-0.9958401309726471,-0.5740861167375936,-0.08014279061918136,C,C-,B-,C,B-,D,C-,C
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.5141138586131448,-0.30527240082102175,-0.8496241887650515,0.10022058363418312,1.2234638671814102,0.12416149422768376,-0.17705956549474913,0.09000052122508566,B-,C-,D,C,B,C,C,C
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",-0.7866769469141616,-0.17748480208844347,-0.11578567626403222,0.15827373062133535,-0.2670770088145472,-0.7629277273850275,-0.47201235477190984,-0.34624154080239805,D,C,C,C,C-,D,C-,C-
118,Erie County (Central) PUMA,0.5141138586131448,1.0103303563518595,-0.5106952961068751,0.9146929266424054,1.2234638671814102,0.06615828931991825,2.3406043293041736,0.7940954759008624,B-,B,C-,B,B,C,A,B
119,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.5141138586131448,-2.7498045509733355,1.4215073914207594,#DIV/0!,#DIV/0!,1.9870406779365255,#DIV/0!,#DIV/0!,B-,E,A-,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0
121,Niagara County (North & East) PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,#DIV/0!,-0.18654512659150488,#DIV/0!,B-,B,A-,B,#DIV!0,#DIV!0,C,#DIV!0
122,Westchester County (Southwest)--Yonkers City PUMA,0.5141138586131448,-1.0348556512011255,-0.3328036088539813,-0.4305748032127864,0.6440859345240055,-0.5773546348613603,-0.7073023993451717,-0.27495590061961067,B-,D,C-,C-,B-,C-,C-,C-
123,Sullivan & Ulster (West) Counties PUMA,0.5141138586131448,1.0103303563518595,0.9305398077261221,0.4227128385072319,0.6521964966092415,-0.5308562464045505,-0.6391203967335614,0.3371309592384983,B-,B,B,B-,B-,C-,C-,B-
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",0.30737996120151806,-0.494714854796318,-0.4123747680684637,-0.3571342789389073,-0.4321633040287227,-0.46237315832299986,0.12992669075263308,-0.24592195888589435,B-,C-,C-,C-,C-,C-,C,C
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,-0.3222437288642554,-0.048726652241729326,0.41111404585411854,-0.017280521001646496,0.597475740614796,0.13852486772436232,0.0261788119460041,0.11214893771880712,C-,C,B-,C,B-,C,C,C
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",-0.09332712714002615,0.31772444988386633,-0.029028203566384043,-0.40504149091680314,0.3389327036280749,-0.9770032165033099,-0.5049340925661968,-0.19323956816868268,C,B-,C,C-,B-,D,C-,C
127,NYC-Manhattan Community District 11--East Harlem PUMA,0.5141138586131448,0.6136116250619796,-1.0895257102130633,-1.5810314020956242,0.7091152669151,-0.9958401309726471,-0.35090892767084925,-0.31149506005170846,B-,B-,D,D-,B-,D,C-,C-
128,Westchester County (Southeast) PUMA,-2.7470142259265344,-0.34323752069492486,0.8103160571238097,0.6014492275282362,0.7703119298766565,-0.7554529910063131,-0.28333726070239834,-0.27813782625735256,E,C-,B,B-,B,D,C-,C-
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
130,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
131,Monroe County (Central)--Greece & Gates Towns PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,1.9870406779365255,-0.2622204762174934,#DIV/0!,B-,B,A-,B,#DIV!0,A,C-,#DIV!0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,-0.18242565268809194,-0.2639328806498106,-0.4089553756108562,-0.8826665838047663,0.48416765023256136,0.02421731775540973,0.0007014375910505331,-0.1755562981677862,C,C-,C-,D,B-,C,C,C
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.5141138586131448,1.0103303563518595,-1.621258498373209,-2.2611610624020315,#DIV/0!,1.9870406779365255,-0.7872755756621963,#DIV/0!,B-,B,D-,E,#DIV!0,A,D,#DIV!0
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.5141138586131448,-0.9224492689087547,0.22110221530423665,0.960836291769571,0.04445653207658269,-0.9958401309726471,-0.23195033636709797,-0.0585329769264235,B-,D,C,B,C,D,C,C
135,Albany County (East Central)--Albany City PUMA,0.5141138586131448,-2.516255798965559,1.1804514978041525,0.960836291769571,1.2234638671814102,-0.7738583033328948,-0.41357117546947036,0.025025748228621986,B-,E,B,B,B,D,C-,C
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",-4.032324974033926,0.018908119120449495,0.26601945773419416,0.11304334606964445,0.2361511680250205,0.1474142985916439,1.861091433014548,-0.19852816449691807,E,C,B-,C,C,C,A,C
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,0.318925140896851,0.1991635966231451,-0.07368303214614255,-0.09645894665342247,-0.13870489209761508,0.12971708524967054,-0.2671753934885623,0.010254794054846314,B-,C,C,C,C,C,C-,C
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.03617565379316146,-0.06469985072450751,-0.18110462930413032,-0.5857294486213462,-0.4280821220725743,0.021057027338181013,0.12859326303468574,-0.1533985866509329,C,C,C,C-,C-,C,C,C
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.5141138586131448,-0.8697370973107379,-1.255903087494322,-1.120120069997368,-0.666769052353061,-0.6436180428357707,-1.4442124433882675,-0.7837494192523403,B-,D,D-,D,C-,C-,D-,D
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",-0.3157628908387605,-0.0845920911975984,-0.5299398356097115,-0.5040855330829449,-0.12982761626865907,-0.932363556823186,-0.6512224784242546,-0.44968485746358783,C-,C,C-,C-,C,D,C-,C-
141,NYC-Manhattan Community District 8--Upper East Side PUMA,#DIV/0!,#DIV/0!,-1.817681179052397,#DIV/0!,#DIV/0!,-0.9958401309726471,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,E,#DIV!0,#DIV!0,D,#DIV!0,#DIV!0
142,Orange County (Northeast)--Greater Newburgh City PUMA,-0.3799022963148134,0.3076318773839082,-0.341425676711033,-0.028483543454336593,-0.05335227428891067,-0.31118386590044245,0.1058704138887035,-0.10012076648527492,C-,B-,C-,C,C,C-,C,C
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",-3.4669555995394608,0.09610147692377294,0.5177337902763973,0.054465839971206916,-0.06575050277448566,0.860174594570838,2.2741453870673642,0.03855928378509045,E,C,B-,C,C,B,A,C
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.5141138586131448,0.30233027095360293,0.7596347883944867,0.960836291769571,0.6457481490251986,0.7078239450168361,0.19319613807652794,0.583383348835624,B-,B-,B,B,B-,B-,C,B-
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,-1.0848023096142076,0.7935042634635042,0.373653040313688,0.21144883935097858,0.5353971757364615,0.7662656545265255,-0.060747191151737476,0.219245638946459,D,B,B-,C,B-,B,C,C
146,Capital Region,0.5141138586131448,-0.6909765853231469,0.5825008018856307,-0.08957985067757117,0.43316777661978795,0.6182068102018083,-0.07166619122257492,0.18510951715672555,B-,C-,B-,C,B-,B-,C,C
147,Central NY,-0.17714245691948957,-0.5117943619594936,0.7367796065422211,-0.20879484526995612,0.03611161808631436,0.6837409368046082,-0.5527153456719857,0.0008835930874598251,C,C-,B-,C,C,B-,C-,C
148,Finger Lakes,0.7241896364158845,0.17597674009759243,0.5332336704795544,-0.25089532323374913,0.3580535324673546,0.5708619010069397,-0.8007923609330848,0.1872325423286417,B-,C,B-,C-,B-,B-,D,C
149,Long Island,-1.4979851748138555,0.08600160313791953,0.42714947034723116,0.3909748589721964,0.03927616797934875,0.23581582434856968,1.4069551056022107,0.15545540793908869,D-,C,B-,B-,C,C,A-,C
150,Mid-Hudson,-1.2529076198051134,-0.727630354123316,0.3972169191215199,0.37119862474545073,0.48884082774913934,-1.1782145034323424,0.13881171178147145,-0.2518120562804557,D-,C-,B-,B-,B-,D,C,C-
151,Mohawk Valley,0.7241896364158845,-0.6371312788582864,-0.8967973717999573,0.6443912520014106,1.5013475595233705,0.09561042264624527,1.2029470679000416,0.3763653268326727,B-,C-,D,B-,A-,C,B,B-
152,New York City,-1.417102566956848,-0.3093725444931128,0.00046150502137562704,0.0003214110222619602,0.35445383614437403,-1.1630695404637226,-0.34416734096217666,-0.41121074866969265,D-,C-,C,C,B-,D,C-,C-
153,North Country,0.7241896364158845,1.5570948717895128,-2.1812664310603167,-2.417503599084201,-1.75610329133459,-1.4623773187446065,-2.038425760437385,-1.082055984636529,B-,A-,E,E,E,D-,E,D
154,Southern Tier,0.7241896364158845,1.5570948717895128,0.6507933143148016,1.4904221828915287,-1.6375067797742275,1.6739472172410956,0.3107453138743893,0.6813836795361407,B-,A-,B-,A-,D-,A-,B-,B-
155,Western NY,0.7241896364158845,0.43230051583622503,-0.780258840188469,-0.2567170349371993,-0.07664534129782842,-0.12344278582815203,0.402543112646242,0.04599560894952898,B-,B-,D,C-,C,C,B-,C
