,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,866355,503495,362860,64012.49854389944,65940.03788716868,61337.8956071212,372476,192316,180160,91242.14683899097,98283.31816385532,83725.88404751332,384019,235459,148560,44856.07027256464,47507.07630627837,40654.37917339795,109860,75720,34140,38653.33187693428,41112.732171156895,33198.56356180434
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",14061,9041,5020,55060.18206386459,54310.60944585776,56410.1593625498,6095,2986,3109,74328.81378178835,87172.84661754857,61992.92376970087,7114,5203,1911,41229.06944053978,38989.16009994234,47327.577184720045,852,852,0,32703.63849765258,32703.63849765258,0.0
2,Ulster County (East) PUMA,1746,682,1064,27422.73768613975,20895.60117302053,31606.484962406015,567,292,275,34821.51675485009,26071.23287671233,44112.72727272727,1096,307,789,22263.9598540146,9456.026058631922,27247.528517110266,83,83,0,45000.0,45000.0,0.0
3,Albany County (East Central)--Albany City PUMA,3399,1879,1520,41982.37716975581,35305.854177754125,50235.78947368421,1329,453,876,45182.54326561324,27386.313465783664,54385.38812785388,1814,1170,644,39778.11466372657,37128.80341880342,44591.30434782609,256,256,0,40988.28125,40988.28125,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1201,374,827,66464.36303080765,64030.74866310161,67564.93349455865,638,210,428,102018.33855799373,104664.28571428571,100720.09345794392,164,164,0,12000.0,12000.0,0.0,399,0,399,32000.0,0.0,32000.0
5,Ontario & Yates Counties PUMA,281,133,148,36236.65480427046,50000.0,23868.243243243243,160,133,27,46625.0,50000.0,30000.0,121,0,121,22500.0,0.0,22500.0,0,0,0,#DIV/0!,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,1433,901,532,73872.01674808095,68830.29966703663,82410.71428571429,958,856,102,75553.34029227558,71923.0140186916,106019.60784313726,442,45,397,72719.45701357466,10000.0,79828.71536523929,33,0,33,40500.0,0.0,40500.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,11915,6864,5051,93567.38396978598,108191.58653846153,73693.98732924173,4792,2776,2016,161161.0141903172,188077.68371757926,124097.1875,5570,2955,2615,47677.558348294435,53079.0524534687,41573.76673040153,1553,1133,420,49586.47778493239,56200.17652250662,31745.238095238095
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",293,110,183,58848.1228668942,68272.72727272728,53183.06010928962,177,110,67,77937.85310734464,68272.72727272728,93805.97014925373,15,0,15,15500.0,0.0,15500.0,101,0,101,31831.68316831683,0.0,31831.68316831683
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,1622,1192,430,60832.05918618989,45627.18120805369,102981.3953488372,836,406,430,87403.11004784689,70903.9408866995,102981.3953488372,432,432,0,29827.777777777777,29827.777777777777,0.0,354,354,0,35918.0790960452,35918.0790960452,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",12189,7522,4667,37651.61210927886,35802.91145971816,40631.2406256696,2498,1353,1145,50045.396317053644,50769.69696969697,49189.51965065502,7112,4612,2500,33095.613048368956,31711.925411968776,35648.24,2579,1557,1022,38210.97324544397,34915.028901734106,43232.28962818004
11,Livingston & Wyoming Counties PUMA,686,508,178,43505.83090379009,32226.377952755905,75696.62921348315,607,487,120,44421.74629324547,32106.77618069815,94400.0,58,0,58,37000.0,0.0,37000.0,21,21,0,35000.0,35000.0,0.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,4018,2021,1997,52368.15331010453,63291.538842157344,41313.49023535303,1913,1002,911,54835.148980658654,53106.1876247505,56736.81668496158,1929,1019,910,52966.09642301711,73306.96761530913,30188.79120879121,176,0,176,19000.0,0.0,19000.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,6356,4751,1605,52324.82064191315,55504.75689328562,42911.81308411215,1448,764,684,76379.2817679558,104176.96335078534,45330.40935672515,4055,3485,570,48315.35388409371,47600.08608321378,52688.52631578947,853,502,351,30551.699882766705,36305.97609561753,22321.937321937323
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,1497,1039,458,49934.73613894456,49497.882579403275,50925.76419213974,781,731,50,67844.55825864276,64277.15458276334,120000.0,408,0,408,42460.78431372549,0.0,42460.78431372549,308,308,0,14421.103896103896,14421.103896103896,0.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,6494,3938,2556,119531.3119802895,141288.05231081767,86010.95070422535,4477,2863,1614,155760.27473754747,172986.7272092211,125203.06691449814,1364,712,652,40237.23607038123,58685.88483146067,20090.85889570552,653,363,290,36774.88514548239,53297.520661157025,16093.103448275862
