,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
55,Rensselaer County--Troy City PUMA,1498,965,533,1475,942,533,23,23,0,1125,689,436,1102,666,436,23,23,0,337,240,97,337,240,97,0,0,0,36,36,0,36,36,0,0,0,0
56,Erie County (West Central)--Buffalo City (West) PUMA,4034,2419,1615,3525,2113,1412,509,306,203,1861,1118,743,1403,812,591,458,306,152,1169,930,239,1118,930,188,51,0,51,1004,371,633,1004,371,633,0,0,0
57,Erie County (South) PUMA,1353,302,1051,1353,302,1051,0,0,0,1153,302,851,1153,302,851,0,0,0,200,0,200,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,4142,1979,2163,4142,1979,2163,0,0,0,1835,715,1120,1835,715,1120,0,0,0,1658,615,1043,1658,615,1043,0,0,0,649,649,0,649,649,0,0,0,0
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",27066,15157,11909,25629,14452,11177,1437,705,732,6443,3551,2892,6153,3261,2892,290,290,0,16191,8322,7869,15400,8263,7137,791,59,732,4432,3284,1148,4076,2928,1148,356,356,0
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,19281,9284,9997,17265,8374,8891,2016,910,1106,11284,5296,5988,10151,5053,5098,1133,243,890,6445,2988,3457,5706,2465,3241,739,523,216,1552,1000,552,1408,856,552,144,144,0
61,NYC-Manhattan Community District 10--Central Harlem PUMA,12692,7375,5317,12208,7375,4833,484,0,484,5358,2897,2461,5226,2897,2329,132,0,132,4766,2808,1958,4766,2808,1958,0,0,0,2568,1670,898,2216,1670,546,352,0,352
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,15769,8688,7081,15623,8580,7043,146,108,38,7282,3563,3719,7136,3455,3681,146,108,38,6801,4076,2725,6801,4076,2725,0,0,0,1686,1049,637,1686,1049,637,0,0,0
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,5128,2157,2971,4536,1732,2804,592,425,167,1684,751,933,1152,326,826,532,425,107,2164,753,1411,2164,753,1411,0,0,0,1280,653,627,1220,653,567,60,0,60
64,Albany County (East Central)--Albany City PUMA,5435,2303,3132,5337,2303,3034,98,0,98,2167,1138,1029,2069,1138,931,98,0,98,1994,878,1116,1994,878,1116,0,0,0,1274,287,987,1274,287,987,0,0,0
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,7343,4544,2799,7071,4272,2799,272,272,0,2490,1237,1253,2395,1142,1253,95,95,0,3454,2063,1391,3277,1886,1391,177,177,0,1399,1244,155,1399,1244,155,0,0,0
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1343,981,362,1209,981,228,134,0,134,1066,809,257,932,809,123,134,0,134,277,172,105,277,172,105,0,0,0,0,0,0,0,0,0,0,0,0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",13182,6681,6501,12818,6551,6267,364,130,234,3456,1252,2204,3308,1190,2118,148,62,86,7728,4327,3401,7599,4259,3340,129,68,61,1998,1102,896,1911,1102,809,87,0,87
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",14909,7898,7011,14640,7690,6950,269,208,61,2411,1007,1404,2411,1007,1404,0,0,0,9478,5327,4151,9270,5119,4151,208,208,0,3020,1564,1456,2959,1564,1395,61,0,61
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",13147,6364,6783,12661,6019,6642,486,345,141,6661,3341,3320,6316,2996,3320,345,345,0,4946,2326,2620,4805,2326,2479,141,0,141,1540,697,843,1540,697,843,0,0,0
70,Erie County (Northeast) PUMA,1808,1291,517,1734,1217,517,74,74,0,1300,980,320,1226,906,320,74,74,0,508,311,197,508,311,197,0,0,0,0,0,0,0,0,0,0,0,0
71,NYC-Manhattan Community District 11--East Harlem PUMA,6656,3647,3009,6149,3484,2665,507,163,344,2628,1127,1501,2377,964,1413,251,163,88,2530,1248,1282,2274,1248,1026,256,0,256,1498,1272,226,1498,1272,226,0,0,0
72,Orange County (Southeast) PUMA,4174,2319,1855,3967,2319,1648,207,0,207,2187,874,1313,2109,874,1235,78,0,78,1811,1269,542,1682,1269,413,129,0,129,176,176,0,176,176,0,0,0,0
73,Westchester County (Southeast) PUMA,13930,8984,4946,12762,8391,4371,1168,593,575,5754,3068,2686,4921,2675,2246,833,393,440,4235,2628,1607,3900,2428,1472,335,200,135,3941,3288,653,3941,3288,653,0,0,0
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,29785,16904,12881,27860,15804,12056,1925,1100,825,14069,7507,6562,13210,7189,6021,859,318,541,12364,6948,5416,11360,6228,5132,1004,720,284,3352,2449,903,3290,2387,903,62,62,0
75,Livingston & Wyoming Counties PUMA,673,575,98,605,507,98,68,68,0,428,376,52,360,308,52,68,68,0,67,31,36,67,31,36,0,0,0,178,168,10,178,168,10,0,0,0
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,4908,2640,2268,4908,2640,2268,0,0,0,1660,672,988,1660,672,988,0,0,0,2436,1427,1009,2436,1427,1009,0,0,0,812,541,271,812,541,271,0,0,0
77,Westchester County (Southwest)--Yonkers City PUMA,23062,12791,10271,22023,12573,9450,1039,218,821,6281,2335,3946,6110,2335,3775,171,0,171,12627,7857,4770,12177,7639,4538,450,218,232,4154,2599,1555,3736,2599,1137,418,0,418
78,Erie County (North Central) PUMA,5544,3251,2293,5082,2789,2293,462,462,0,4905,3044,1861,4443,2582,1861,462,462,0,537,105,432,537,105,432,0,0,0,102,102,0,102,102,0,0,0,0
79,Saratoga County (South & Central) PUMA,2314,1496,818,2229,1496,733,85,0,85,2258,1496,762,2173,1496,677,85,0,85,56,0,56,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,6346,3774,2572,6346,3774,2572,0,0,0,1745,518,1227,1745,518,1227,0,0,0,2992,2214,778,2992,2214,778,0,0,0,1609,1042,567,1609,1042,567,0,0,0
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",9545,5627,3918,9180,5546,3634,365,81,284,5216,2782,2434,4932,2782,2150,284,0,284,3951,2698,1253,3870,2617,1253,81,81,0,378,147,231,378,147,231,0,0,0
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,718,433,285,640,355,285,78,78,0,425,270,155,347,192,155,78,78,0,186,56,130,186,56,130,0,0,0,107,107,0,107,107,0,0,0,0
83,Niagara County (North & East) PUMA,577,408,169,492,408,84,85,0,85,85,0,85,0,0,0,85,0,85,492,408,84,492,408,84,0,0,0,0,0,0,0,0,0,0,0,0
84,Monroe County (Central)--Rochester City (East) PUMA,2718,1785,933,2484,1551,933,234,234,0,533,435,98,533,435,98,0,0,0,1777,1304,473,1589,1116,473,188,188,0,408,46,362,362,0,362,46,46,0
85,Warren & Washington Counties PUMA,1078,511,567,1078,511,567,0,0,0,678,511,167,678,511,167,0,0,0,400,0,400,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,7026,4071,2955,6576,3967,2609,450,104,346,3616,1561,2055,3166,1457,1709,450,104,346,3011,2111,900,3011,2111,900,0,0,0,399,399,0,399,399,0,0,0,0
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,5901,2772,3129,5676,2620,3056,225,152,73,3404,1417,1987,3369,1417,1952,35,0,35,2351,1355,996,2161,1203,958,190,152,38,146,0,146,146,0,146,0,0,0
88,Onondaga County (Central)--Syracuse City PUMA,4538,3287,1251,4262,3226,1036,276,61,215,1500,1088,412,1500,1088,412,0,0,0,2500,1699,801,2224,1638,586,276,61,215,538,500,38,538,500,38,0,0,0
89,Westchester County (Central)--White Plains City PUMA,16081,8347,7734,15712,8195,7517,369,152,217,10236,4620,5616,9867,4468,5399,369,152,217,4087,2131,1956,4087,2131,1956,0,0,0,1758,1596,162,1758,1596,162,0,0,0
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,6166,2549,3617,5790,2402,3388,376,147,229,2378,538,1840,2312,538,1774,66,0,66,2881,1423,1458,2734,1276,1458,147,147,0,907,588,319,744,588,156,163,0,163
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",11178,6609,4569,10891,6517,4374,287,92,195,3961,1837,2124,3766,1837,1929,195,0,195,4519,2832,1687,4427,2740,1687,92,92,0,2698,1940,758,2698,1940,758,0,0,0
92,Cattaraugus & Allegany Counties PUMA,641,383,258,495,358,137,146,25,121,354,217,137,354,217,137,0,0,0,257,136,121,111,111,0,146,25,121,30,30,0,30,30,0,0,0,0
93,Oswego County PUMA,371,164,207,318,164,154,53,0,53,197,127,70,144,127,17,53,0,53,174,37,137,174,37,137,0,0,0,0,0,0,0,0,0,0,0,0
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",27082,14639,12443,26024,14188,11836,1058,451,607,9008,3385,5623,8628,3312,5316,380,73,307,14756,8529,6227,14153,8151,6002,603,378,225,3318,2725,593,3243,2725,518,75,0,75
95,Monroe County (East) PUMA,3131,1421,1710,3131,1421,1710,0,0,0,2031,1001,1030,2031,1001,1030,0,0,0,1100,420,680,1100,420,680,0,0,0,0,0,0,0,0,0,0,0,0
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,14039,7114,6925,13548,6963,6585,491,151,340,6851,2866,3985,6671,2715,3956,180,151,29,5488,2903,2585,5177,2903,2274,311,0,311,1700,1345,355,1700,1345,355,0,0,0
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",7589,4435,3154,7220,4066,3154,369,369,0,3155,1324,1831,3155,1324,1831,0,0,0,1808,1443,365,1439,1074,365,369,369,0,2626,1668,958,2626,1668,958,0,0,0
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",13831,8761,5070,12863,8354,4509,968,407,561,5303,2830,2473,4887,2652,2235,416,178,238,5648,3367,2281,5096,3138,1958,552,229,323,2880,2564,316,2880,2564,316,0,0,0
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",7090,3197,3893,6730,3197,3533,360,0,360,2655,563,2092,2295,563,1732,360,0,360,3249,2030,1219,3249,2030,1219,0,0,0,1186,604,582,1186,604,582,0,0,0
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",20892,10733,10159,19650,10240,9410,1242,493,749,10589,4613,5976,9536,4120,5416,1053,493,560,9113,5243,3870,8924,5243,3681,189,0,189,1190,877,313,1190,877,313,0,0,0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",12468,7380,5088,11524,6639,4885,944,741,203,11550,6614,4936,10606,5873,4733,944,741,203,889,766,123,889,766,123,0,0,0,29,0,29,29,0,29,0,0,0
102,Chautauqua County PUMA,440,334,106,440,334,106,0,0,0,184,78,106,184,78,106,0,0,0,256,256,0,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,23514,12233,11281,22575,12046,10529,939,187,752,8395,3460,4935,8023,3416,4607,372,44,328,14207,8301,5906,13640,8158,5482,567,143,424,912,472,440,912,472,440,0,0,0
104,Erie County (West Central)--Buffalo City (East) PUMA,2204,1489,715,2204,1489,715,0,0,0,435,156,279,435,156,279,0,0,0,1335,1072,263,1335,1072,263,0,0,0,434,261,173,434,261,173,0,0,0
105,Genesee & Orleans Counties PUMA,655,380,275,576,380,196,79,0,79,29,0,29,29,0,29,0,0,0,321,75,246,242,75,167,79,0,79,305,305,0,305,305,0,0,0,0
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",13237,6979,6258,13097,6979,6118,140,0,140,6373,3108,3265,6307,3108,3199,66,0,66,5768,2868,2900,5694,2868,2826,74,0,74,1096,1003,93,1096,1003,93,0,0,0
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",138,96,42,138,96,42,0,0,0,11,0,11,11,0,11,0,0,0,127,96,31,127,96,31,0,0,0,0,0,0,0,0,0,0,0,0
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,4265,2167,2098,3862,1764,2098,403,403,0,1579,416,1163,1579,416,1163,0,0,0,1447,807,640,1447,807,640,0,0,0,1239,944,295,836,541,295,403,403,0
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",15827,8038,7789,15003,7717,7286,824,321,503,3047,1770,1277,2726,1449,1277,321,321,0,9060,3546,5514,8650,3546,5104,410,0,410,3720,2722,998,3627,2722,905,93,0,93
110,Suffolk County (East) PUMA,11574,7645,3929,11376,7645,3731,198,0,198,2758,1898,860,2560,1898,662,198,0,198,7490,4731,2759,7490,4731,2759,0,0,0,1326,1016,310,1326,1016,310,0,0,0
111,Orange County (Northwest) PUMA,4832,2832,2000,4832,2832,2000,0,0,0,1593,775,818,1593,775,818,0,0,0,2968,1843,1125,2968,1843,1125,0,0,0,271,214,57,271,214,57,0,0,0
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,2408,1561,847,2268,1561,707,140,0,140,814,625,189,783,625,158,31,0,31,1202,580,622,1129,580,549,73,0,73,392,356,36,356,356,0,36,0,36
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",12613,7697,4916,12035,7426,4609,578,271,307,3797,2000,1797,3660,2000,1660,137,0,137,6595,4004,2591,6154,3733,2421,441,271,170,2221,1693,528,2221,1693,528,0,0,0
