,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,865730.0,443579.0,422151.0,659118.0,342916.0,316202.0,206612.0,100663.0,105949.0,315860.0,147124.0,168736.0,262304.0,125401.0,136903.0,53556.0,21723.0,31833.0,402436.0,209557.0,192879.0,289802.0,153325.0,136477.0,112634.0,56232.0,56402.0,147434.0,86898.0,60536.0,107012.0,64190.0,42822.0,40422.0,22708.0,17714.0
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,10772.0,4463.0,6309.0,8158.0,3193.0,4965.0,2614.0,1270.0,1344.0,5867.0,2461.0,3406.0,4852.0,1893.0,2959.0,1015.0,568.0,447.0,3279.0,1612.0,1667.0,2079.0,1112.0,967.0,1200.0,500.0,700.0,1626.0,390.0,1236.0,1227.0,188.0,1039.0,399.0,202.0,197.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,1465.0,362.0,1103.0,1324.0,362.0,962.0,141.0,0.0,141.0,647.0,191.0,456.0,647.0,191.0,456.0,0.0,0.0,0.0,818.0,171.0,647.0,677.0,171.0,506.0,141.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,7224.0,2880.0,4344.0,6226.0,2269.0,3957.0,998.0,611.0,387.0,4901.0,2204.0,2697.0,4343.0,1872.0,2471.0,558.0,332.0,226.0,1563.0,397.0,1166.0,1402.0,397.0,1005.0,161.0,0.0,161.0,760.0,279.0,481.0,481.0,0.0,481.0,279.0,279.0,0.0
4,Madison & Cortland Counties PUMA,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,151.0,0.0,151.0,151.0,0.0,151.0,0.0,0.0,0.0,90.0,0.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,61.0,0.0,61.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,1111.0,642.0,469.0,1040.0,642.0,398.0,71.0,0.0,71.0,712.0,357.0,355.0,712.0,357.0,355.0,0.0,0.0,0.0,219.0,148.0,71.0,148.0,148.0,0.0,71.0,0.0,71.0,180.0,137.0,43.0,180.0,137.0,43.0,0.0,0.0,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,1142.0,243.0,899.0,750.0,243.0,507.0,392.0,0.0,392.0,450.0,243.0,207.0,450.0,243.0,207.0,0.0,0.0,0.0,692.0,0.0,692.0,300.0,0.0,300.0,392.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",121.0,96.0,25.0,57.0,43.0,14.0,64.0,53.0,11.0,43.0,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,14.0,0.0,14.0,11.0,0.0,11.0,53.0,53.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,16199.0,6596.0,9603.0,14531.0,6189.0,8342.0,1668.0,407.0,1261.0,14706.0,6150.0,8556.0,13038.0,5743.0,7295.0,1668.0,407.0,1261.0,1254.0,207.0,1047.0,1254.0,207.0,1047.0,0.0,0.0,0.0,239.0,239.0,0.0,239.0,239.0,0.0,0.0,0.0,0.0
