,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_Ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_Ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_Ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_Ownership_HS_grade,Overall_HS_grade
0,Total Geo,-0.2757840764668022,-0.11619112441734634,0.09582742182172559,-0.6428284168505658,0.14663847579377287,-0.024939245523274246,-0.19142827088913092,-0.14410074807594583,-0.006224928925358231,-0.016791315028483054,0.08782455603540143,-0.05869307128719272,-0.12068476856936372,-0.24828070876897848,-0.4246212122289987,-0.11249592125328192,C-,C,C,C-,C,C,C,C,C,C,C,C,C-,C,C,C
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,#DIV/0!,-0.24003415294385785,#DIV/0!,#DIV/0!,#DIV/0!,-0.14223994798217768,-0.3973330504271117,#DIV/0!,#DIV/0!,-0.35466968486035844,#DIV/0!,#DIV/0!,#DIV/0!,-0.2114625218366847,0.29058695728467604,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,B-,#DIV!0,C,#DIV!0
2,"Chenango, Delaware & Broome (East) Counties PUMA",#DIV/0!,-0.17079658640220863,#DIV/0!,#DIV/0!,#DIV/0!,-0.90266042674493,-0.31533249729794927,#DIV/0!,#DIV/0!,0.5465689271309989,0.4618170003494565,0.8002577883835086,#DIV/0!,-0.8711960628415873,-0.6671923420531714,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,D,C-,#DIV!0,#DIV!0,B-,B-,B,C-,#DIV!0,D,#DIV!0
3,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,#DIV/0!,#DIV/0!,0.686098094436536,#DIV/0!,0.696852627228464,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.34350247998533623,0.19174438451666592,#DIV/0!,0.5104284326421212,0.10389127536553763,-0.48948390316156465,#DIV/0!,#DIV!0,#DIV!0,B-,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,C-,B-,C,#DIV!0
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",#DIV/0!,-0.2150839793283706,0.5374799969298321,0.2137262242938584,0.7275596419030033,-0.2252287368322168,-0.09075906321713496,#DIV/0!,#DIV/0!,-0.39643929065319394,-0.0905710342625957,0.39078851894178973,-0.02604382031381957,-0.4233427228595798,-0.24057904867695024,#DIV/0!,#DIV!0,C,B-,C,B-,C,C,#DIV!0,#DIV!0,C-,C,B-,C,C,C-,#DIV!0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",#DIV/0!,-0.034001942215487836,-0.40956294473854654,-2.2698097444233687,0.07828628349939279,-0.4086941064507116,-0.13287703314906762,#DIV/0!,0.16574583375121416,-0.20298114429414343,0.0053020297759076955,0.2845794931522281,-1.589453709277421,0.30326782080038756,-0.4583542283500954,-0.21312770063456035,#DIV!0,C,C-,E,C,C-,C,#DIV!0,C,C,C,B-,C-,D-,B-,C
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,-0.8334772887360578,-1.5329468513579303,#DIV/0!,#DIV/0!,-0.856640853423403,-0.19267093941884933,#DIV/0!,#DIV/0!,4.433387442754607,0.4618170003494565,0.8002577883835086,#DIV/0!,-0.35234923317227473,-0.8474331317040525,#DIV/0!,#DIV!0,D,D-,#DIV!0,#DIV!0,D,C,#DIV!0,#DIV!0,A,B-,B,D,#DIV!0,C-,#DIV!0
8,Erie County (Northwest) PUMA,#DIV/0!,-0.17079658640220863,#DIV/0!,#DIV/0!,#DIV/0!,-1.2696165027087596,0.18132639883739562,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.5256226584652159,#DIV/0!,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,D-,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C-,#DIV!0
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,#DIV/0!,-0.21833821983560345,-0.38482247637950234,#DIV/0!,-0.6954913281432317,-0.16851202086144806,-0.12004822469505802,#DIV/0!,#DIV/0!,-1.753409648116277,#DIV/0!,#DIV/0!,-0.12170660939651684,-0.7444173207264014,-1.0310094970062504,#DIV/0!,#DIV!0,C,C-,#DIV!0,C-,C,C,#DIV!0,#DIV!0,E,#DIV!0,#DIV!0,D,C,C-,#DIV!0
