,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_ownership_HS_grade,Overall_HS_grade
0,Total Geo,0.1953430959489809,-0.024621091062203317,0.07195688401595533,-0.1985593252155725,0.11961609405310883,-0.11861591066320067,-0.428376717975522,-0.05475099584263621,0.0589258620158295,-0.09852018948876574,0.03045672520632425,-0.21360471214804472,-0.008552557089627821,-0.17947400647109346,-0.39574967651057064,-0.11521693635513551,C,C,C,C,C,C,C-,C,C,C,C,C,C-,C,C,C
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,#DIV/0!,0.10191175802820752,0.5779399334314106,0.5834799162785498,#DIV/0!,3.393347109912256,0.2665517913437246,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,C,B-,B-,#DIV!0,A,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,#DIV/0!,0.3570504993029823,#DIV/0!,#DIV/0!,#DIV/0!,0.23616021210674837,2.581981698701272,#DIV/0!,#DIV/0!,-0.3643129405972932,#DIV/0!,#DIV/0!,#DIV/0!,0.47348984987350934,0.5882386879554615,#DIV/0!,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,C,A,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,B-,#DIV!0,B-,#DIV!0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.2900655405498441,0.4349203525662023,0.5779399334314106,0.5834799162785498,0.539391203389754,-0.973344745992286,-0.7100965896935242,0.10605080150427866,#DIV/0!,0.9722404299073899,-2.63061421115871,-2.6262126530521885,-0.3482088450451745,-0.7170499771828417,-0.287951644173147,#DIV/0!,B-,B-,B-,B-,B-,D,C-,C,#DIV!0,B,E,E,C-,C-,C-,#DIV!0
4,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
5,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,#DIV/0!,3.697087575764096,#DIV/0!,#DIV/0!,#DIV/0!,0.23616021210674837,-0.025412116292238655,#DIV/0!,#DIV/0!,0.24008708204160822,#DIV/0!,#DIV/0!,#DIV/0!,-0.47601458942309444,-0.06099448300091575,#DIV/0!,#DIV!0,A,#DIV!0,#DIV!0,#DIV!0,C,C,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C,#DIV!0,C-,#DIV!0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7410991751966363,#DIV/0!,#DIV/0!,#DIV/0!,-1.5953334370685113,-0.9549170462348427,-0.9510662248167167,#DIV/0!,0.31111659872983033,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,D-,D,D,#DIV!0,#DIV!0,B-,#DIV!0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,0.2900655405498441,0.22316693336490526,0.5779399334314106,0.5834799162785498,0.539391203389754,-0.973344745992286,-0.3596644636687828,0.12586204533619927,0.39577103945162107,-0.11793594516590465,0.2663646890499421,0.2698141225129125,#DIV/0!,-0.018515052703208655,0.0031109269912379073,#DIV/0!,B-,C,B-,B-,B-,D,C-,C,B-,C,B-,B-,C,#DIV!0,C,#DIV!0
